match_id,home_player_avg_wei,home_player_avg_hei,away_player_avg_wei,away_player_avg_hei
15708,73.82,180.27,74.11,182.0
15709,75.5,181.5,73.18,178.09
15712,73.78,182.11,79.36,181.64
15713,76.09,182.18,72.27,179.36
15714,70.88,180.5,70.91,181.55
15715,75.45,181.91,76.0,183.33
15717,75.73,181.36,77.0,182.9
15718,75.22,182.33,74.27,179.73
15719,74.18,182.55,74.0,180.91
15721,76.0,182.7,77.7,183.6
15722,78.45,182.91,76.4,183.7
15723,76.7,184.4,75.0,183.7
15724,72.9,179.1,72.7,180.2
15725,77.27,182.73,71.38,179.75
15728,70.55,179.09,76.64,182.64
15729,74.0,180.2,73.82,179.73
15732,76.7,184.4,73.45,180.18
15733,74.55,182.27,76.64,181.45
15734,76.36,181.27,75.1,181.8
15735,76.8,182.3,73.7,179.2
15737,73.64,179.36,70.88,180.5
15738,77.56,184.78,72.82,181.09
15739,75.78,180.67,76.0,182.7
15740,70.9,179.8,77.64,181.73
15742,75.2,182.0,75.3,183.3
15743,73.88,180.62,76.33,181.78
15744,75.73,180.73,74.0,180.3
15745,76.0,182.7,74.6,182.5
15748,74.18,180.36,76.27,182.18
15749,70.45,181.09,76.27,182.27
15752,74.2,183.1,73.55,179.45
15753,74.3,180.0,78.64,183.82
15754,74.0,182.0,73.5,180.9
15755,74.2,180.9,79.18,183.18
15756,76.91,182.27,73.27,180.36
15758,76.4,181.5,74.38,178.88
15759,76.27,182.18,76.0,182.7
15760,75.67,182.89,71.73,181.0
15762,74.4,178.9,74.91,181.73
15763,73.82,181.45,75.7,182.9
15764,77.27,181.09,77.3,181.7
15765,74.82,180.73,74.4,183.0
15768,72.0,180.7,74.64,182.55
15769,75.0,181.18,76.2,182.8
15772,74.45,180.64,74.45,180.91
15773,76.36,182.91,77.64,181.73
15774,74.3,181.4,74.8,179.6
15775,75.6,183.1,73.73,179.82
15776,76.6,182.3,76.1,182.2
15778,73.18,178.64,71.9,180.2
15779,74.64,181.27,71.8,180.4
15780,75.18,182.55,72.88,180.38
15781,74.4,183.0,78.18,182.64
15783,78.0,183.3,76.5,183.5
15786,73.3,180.4,76.18,180.09
15787,74.27,179.09,74.36,180.91
15790,74.4,181.3,76.18,183.45
15791,75.8,181.2,74.73,180.64
15795,76.27,183.36,73.55,180.27
15796,76.18,181.82,72.73,180.45
15797,77.0,184.0,71.22,180.56
15799,73.64,179.82,79.55,182.91
15800,74.82,180.73,76.27,182.82
15801,73.7,182.6,74.55,180.73
15804,75.0,182.82,77.3,182.3
15806,70.56,179.44,76.18,183.18
15807,74.8,179.6,75.82,181.45
15808,79.3,183.7,76.0,182.27
15811,78.2,185.6,73.64,180.91
15812,75.09,182.45,77.45,182.18
15813,77.82,182.91,73.18,179.36
15816,75.27,181.18,76.64,182.36
15817,73.45,180.0,79.0,181.55
15818,74.64,181.0,78.2,183.3
15820,73.64,181.64,76.27,183.36
15821,74.64,181.82,77.2,182.8
15822,80.0,182.55,74.73,179.55
15824,73.45,181.09,73.45,180.82
15826,76.36,182.09,76.45,183.27
15827,72.11,178.56,74.82,179.36
15828,75.27,182.0,74.18,179.45
15830,73.27,179.45,73.45,180.0
15831,76.45,180.91,73.82,179.45
15832,73.0,182.0,76.0,182.0
15833,73.18,179.36,75.91,180.55
15834,74.36,180.45,76.0,182.45
15835,74.45,180.45,76.4,183.2
15836,74.27,181.27,76.64,181.64
15837,73.55,179.91,72.78,179.67
15838,71.5,180.2,78.55,182.55
15839,75.55,181.09,74.55,182.45
15840,77.09,182.55,76.9,182.0
15841,77.3,184.0,73.18,180.64
15842,74.73,181.18,75.18,181.82
15843,75.6,181.9,73.27,180.82
15844,76.3,182.9,72.64,179.36
15845,79.3,182.2,74.18,180.09
15846,70.57,180.0,76.33,181.33
15847,76.2,181.8,72.91,178.91
15848,71.33,178.44,77.45,185.27
15849,73.5,178.1,73.6,180.0
15850,77.25,181.12,72.56,181.22
15851,78.64,181.91,79.18,183.64
15852,72.64,179.36,79.18,183.64
15853,72.56,181.22,73.5,178.1
15854,73.6,180.0,70.57,180.0
15855,79.3,182.2,74.73,181.18
15856,75.18,181.82,75.6,181.9
15857,72.91,178.91,71.33,178.44
15858,74.18,180.09,78.64,181.91
15859,73.27,180.82,76.2,181.8
15860,76.33,181.33,77.25,181.12
15861,77.45,185.27,76.3,182.9
15862,70.57,180.0,77.25,181.12
15863,74.73,181.18,72.64,179.36
15864,75.6,181.9,76.33,181.33
15865,76.3,182.9,79.3,182.2
15866,78.64,181.91,73.27,180.82
15867,76.2,181.8,73.6,180.0
15868,71.33,178.44,75.18,181.82
15869,73.5,178.1,77.45,185.27
15870,72.91,178.91,74.18,180.09
15871,79.18,183.64,72.56,181.22
15872,79.3,182.2,70.57,180.0
15873,72.56,181.22,72.91,178.91
15874,73.6,180.0,75.6,181.9
15875,76.3,182.9,73.5,178.1
15876,75.18,181.82,79.18,183.64
15877,77.25,181.12,76.2,181.8
15878,74.18,180.09,74.73,181.18
15879,73.27,180.82,71.33,178.44
15880,76.33,181.33,78.64,181.91
15881,77.45,185.27,72.64,179.36
15882,75.18,181.82,73.27,180.82
15883,73.6,180.0,74.73,181.18
15884,75.6,181.9,72.56,181.22
15885,72.64,179.36,77.25,181.12
15886,78.64,181.91,70.57,180.0
15887,76.2,181.8,74.18,180.09
15888,72.91,178.91,76.3,182.9
15889,71.33,178.44,79.3,182.2
15890,73.5,178.1,76.33,181.33
15891,79.18,183.64,77.45,185.27
15892,76.33,181.33,79.18,183.64
15893,77.25,181.12,75.6,181.9
15894,74.18,180.09,72.64,179.36
15895,73.27,180.82,73.6,180.0
15896,70.57,180.0,73.5,178.1
15897,76.3,182.9,71.33,178.44
15898,74.73,181.18,78.64,181.91
15899,72.56,181.22,75.18,181.82
15900,79.3,182.2,72.91,178.91
15901,77.45,185.27,76.2,181.8
15902,71.33,178.44,77.25,181.12
15903,78.64,181.91,79.3,182.2
15904,73.5,178.1,73.27,180.82
15905,79.18,183.64,70.57,180.0
15906,76.2,181.8,74.73,181.18
15907,73.6,180.0,76.33,181.33
15908,75.18,181.82,76.3,182.9
15909,72.56,181.22,77.45,185.27
15910,72.64,179.36,72.91,178.91
15911,75.6,181.9,74.18,180.09
15912,70.57,180.0,75.18,181.82
15913,79.3,182.2,77.45,185.27
15914,76.3,182.9,76.2,181.8
15915,74.73,181.18,72.56,181.22
15916,74.18,180.09,77.25,181.12
15917,73.5,178.1,79.18,183.64
15918,73.27,180.82,72.64,179.36
15919,76.33,181.33,71.33,178.44
15920,78.64,181.91,75.6,181.9
15921,72.91,178.91,73.6,180.0
15922,76.2,181.8,79.3,182.2
15923,77.45,185.27,72.91,178.91
15924,71.33,178.44,74.18,180.09
15925,79.18,183.64,73.27,180.82
15926,77.25,181.12,74.73,181.18
15927,72.64,179.36,73.5,178.1
15928,75.18,181.82,78.64,181.91
15929,72.56,181.22,76.33,181.33
15930,75.6,181.9,70.57,180.0
15931,73.6,180.0,76.3,182.9
15932,73.5,178.1,75.18,181.82
15933,70.57,180.0,76.2,181.8
15934,78.64,181.91,77.25,181.12
15935,73.27,180.82,77.45,185.27
15936,76.33,181.33,72.64,179.36
15937,74.18,180.09,72.56,181.22
15938,72.91,178.91,79.18,183.64
15939,74.73,181.18,71.33,178.44
15940,76.3,182.9,75.6,181.9
15941,79.3,182.2,73.6,180.0
15942,75.6,181.9,74.73,181.18
15943,72.64,179.36,70.57,180.0
15944,75.18,181.82,72.91,178.91
15945,77.25,181.12,79.3,182.2
15946,76.2,181.8,78.64,181.91
15947,71.33,178.44,73.5,178.1
15948,79.18,183.64,76.3,182.9
15949,77.45,185.27,76.33,181.33
15950,72.56,181.22,73.27,180.82
15951,73.6,180.0,74.18,180.09
16092,69.22,175.0,77.44,183.11
16094,75.3,178.7,74.2,179.1
16096,75.5,181.3,77.12,182.12
16098,74.11,177.33,76.5,182.0
16100,76.6,181.1,76.3,180.3
16102,75.73,181.45,78.73,179.73
16104,75.0,182.0,76.0,181.0
16106,75.33,179.44,73.0,179.56
16232,79.83,185.17,74.44,183.33
16234,72.56,180.22,77.12,181.75
16236,80.0,184.0,76.0,180.0
16238,74.86,179.14,0,0
16240,77.88,183.75,74.12,181.62
16242,76.4,181.8,76.6,183.3
16246,76.6,180.5,70.0,174.0
16248,75.7,180.6,73.67,177.78
16250,74.56,178.33,0,0
16282,77.38,182.0,75.45,180.09
16284,74.89,177.11,77.0,180.44
16408,74.0,181.33,75.25,182.75
16409,70.0,178.67,74.0,182.43
16446,74.0,177.64,74.3,179.3
16453,75.38,180.38,76.56,182.44
16454,76.9,183.4,73.62,181.62
16455,78.9,184.7,77.56,182.67
16546,77.0,182.8,78.38,181.25
16547,77.5,183.12,73.27,181.09
16548,78.43,181.0,74.78,183.22
16549,76.0,182.0,75.88,181.0
16550,74.71,182.57,80.78,182.67
16551,75.11,183.22,74.3,181.0
16552,77.0,180.71,76.4,181.7
16553,71.12,180.5,72.0,182.17
16554,73.11,184.89,76.1,184.7
16555,73.25,185.0,77.33,184.11
16556,72.78,180.33,71.25,179.25
16558,71.25,179.25,73.25,185.0
16559,77.33,184.11,74.0,182.44
16560,75.0,182.91,74.71,182.57
16561,73.27,181.09,71.0,180.14
16562,74.88,184.0,78.5,182.38
16563,78.38,181.25,77.0,180.71
16564,76.14,182.14,76.67,183.89
16565,76.9,180.9,73.56,182.78
16567,71.71,181.14,74.5,183.1
16568,76.9,185.6,76.4,182.3
16570,71.0,179.29,76.4,180.5
16571,74.1,185.8,76.2,183.0
16572,74.89,180.22,74.88,183.0
16574,73.62,186.12,75.64,180.91
16575,78.38,181.75,71.25,179.25
16576,78.4,182.8,77.33,184.11
16577,73.88,180.62,73.2,181.4
16578,75.71,183.57,75.71,181.43
16579,74.43,182.14,79.38,182.88
16580,72.83,182.5,71.71,181.14
16581,78.1,184.7,77.4,186.2
16583,78.38,181.25,80.38,184.25
16584,76.14,182.14,71.86,180.57
16586,76.4,181.4,71.8,181.6
16587,77.33,185.78,72.6,182.8
16588,72.17,178.5,74.25,187.0
16589,76.4,180.5,74.0,182.33
16590,71.75,178.5,76.33,182.83
16592,71.8,180.6,77.5,183.38
16593,76.1,183.6,78.1,184.7
16595,72.2,182.0,79.56,184.44
16596,77.78,180.67,74.67,186.67
16597,76.62,180.62,71.38,178.38
16598,71.55,177.82,79.5,181.88
16599,73.38,181.88,77.33,185.78
16601,74.86,180.0,75.43,184.0
16602,72.0,182.0,77.89,184.44
16603,76.4,180.5,75.75,185.62
16605,76.11,182.22,76.4,181.4
16606,77.33,185.78,76.22,180.33
16607,72.86,180.14,78.57,181.43
16608,75.67,186.11,75.11,184.0
16609,76.33,183.89,71.86,180.57
16610,74.3,180.9,72.0,179.18
16611,77.25,181.38,74.14,184.57
16612,74.0,184.11,77.75,183.12
16613,75.45,180.18,74.38,182.0
16614,79.56,184.44,76.2,182.2
16615,77.44,184.0,72.17,180.5
16617,71.75,178.5,76.11,182.22
16618,75.38,179.88,77.2,185.5
16619,75.22,179.67,76.33,183.89
