match_id,home_tean_id,home_form,away_tean_id,away_form,ht_score,ft_score
32466491,10,4-4-2,1,4-3-3,0-0,0-0
32471563,4,4-3-3,7,4-4-2,3-0,5-0
32476777,15,4-2-3-1,12,4-2-2-2,0-0,0-0
32476783,13,4-2-3-1,3,4-3-3,0-0,2-0
32482487,19,4-2-3-1,6,3-5-2,2-0,3-0
32482493,17,4-4-1-1,14,4-3-3,0-0,1-1
32482500,2,4-2-3-1,10,4-4-2,0-0,0-1
32482505,16,3-4-3,5,4-3-2-1,0-0,1-0
32482513,1,4-3-3,9,4-1-4-1,2-0,4-0
32487794,7,4-4-2,11,4-2-3-1,0-0,1-0
32487800,8,4-4-2,18,4-2-2-2,0-1,0-2
32487806,20,4-3-3,4,4-3-3,1-0,2-1
32499042,14,4-3-3,16,3-5-2,0-0,0-1
32504454,11,4-2-3-1,8,4-4-2,0-1,1-3
32510340,9,4-1-4-1,7,4-3-2-1,0-0,0-1
32515490,12,3-5-2,19,4-2-3-1,0-2,0-3
32520752,5,4-4-2,17,4-3-3,0-2,1-4
32520762,18,3-4-3,2,4-1-4-1,2-0,4-0
32520770,10,4-4-2,15,4-1-4-1,2-0,2-1
32520781,3,4-2-3-1,20,4-3-3,1-1,3-2
32526665,6,3-5-2,13,4-2-3-1,1-0,3-1
32526672,4,4-3-3,1,4-3-3,3-0,4-0
35903538,2,4-2-3-1,12,4-2-2-2,0-1,0-1
35903529,15,4-4-2,9,4-5-1,0-0,3-0
35903534,19,4-2-3-1,5,4-4-2,3-1,5-2
35903546,16,3-5-2,18,3-4-3,0-1,0-2
35903526,20,4-3-3,11,4-2-3-1,2-0,3-0
35903523,7,4-4-2,6,3-5-2,1-0,1-1
35903537,17,4-2-3-1,3,4-2-3-1,1-1,2-2
35903532,1,4-3-3,14,4-3-3,0-0,2-0
35903540,8,4-4-2,4,4-3-3,1-0,1-0
35903543,13,4-2-3-1,10,4-4-2,1-0,1-0
35916646,9,4-3-3,20,4-3-3,1-2,2-3
35916656,11,4-2-3-1,2,4-2-3-1,1-1,2-1
35916629,18,3-4-3,15,3-4-1-2,1-0,1-1
35916651,4,4-3-3,17,5-4-1,2-0,5-0
35916653,6,3-5-2,16,3-4-3,0-0,1-0
35916658,3,4-2-3-1,7,4-4-2,0-1,0-1
35916639,12,4-2-3-1,1,4-3-3,1-2,1-3
35916622,5,4-4-2,13,4-3-3,0-0,0-0
35916649,10,4-4-2,8,4-4-2,1-1,1-1
35916634,14,4-4-1-1,19,4-2-3-1,0-2,0-3
35926255,2,4-2-3-1,3,4-2-3-1,0-2,0-4
35926264,11,4-2-3-1,17,4-4-1-1,0-1,2-1
35926244,1,4-3-3,7,4-4-2,1-0,1-1
35926260,6,3-5-2,20,4-3-3,2-0,3-0
35926238,12,4-2-3-1,4,4-3-3,0-2,0-5
35926266,16,3-4-3,10,3-5-2,1-0,3-0
35926231,14,4-3-3,9,4-3-2-1,1-0,2-0
35926262,13,4-3-3,18,3-4-3,1-1,2-1
35926228,5,4-4-2,15,3-4-1-2,0-1,4-1
35926251,19,4-2-3-1,8,4-4-2,2-1,2-2
35932168,20,4-3-3,2,4-1-4-1,1-0,1-0
35932162,7,4-4-2,16,3-4-3,0-0,1-1
35932182,4,4-3-3,5,4-3-2-1,2-0,2-1
35932185,17,4-4-1-1,13,4-4-2,0-1,1-3
35932156,18,3-4-3,1,4-3-3,2-1,2-1
35932177,10,4-4-2,14,4-3-3,0-0,1-1
35932179,15,3-4-3,6,3-5-2,1-0,2-0
35932173,9,4-3-2-1,19,4-2-3-1,0-1,0-2
35932188,8,4-4-2,12,4-4-2,0-1,1-1
35932191,3,4-2-3-1,11,4-2-3-1,3-0,3-1
35936442,2,4-2-3-1,7,4-4-2,0-1,0-2
35936433,5,4-4-2,8,4-4-2,0-1,0-2
35936448,13,4-3-3,15,3-4-3,3-0,3-0
35936435,12,4-2-3-1,17,4-4-1-1,0-0,0-0
35936445,6,3-5-2,10,4-4-2,0-0,0-1
35936451,16,3-4-3,9,4-4-2,1-0,2-0
35936450,11,4-3-3,4,4-3-3,0-2,0-4
35936434,14,4-3-3,18,3-4-3,1-0,1-0
35936439,19,4-2-3-1,3,4-2-3-1,0-1,1-1
35936436,1,4-3-3,20,3-4-3,3-1,5-3
35948010,18,4-2-3-1,11,4-4-2,3-1,3-2
35948015,7,4-4-2,12,3-4-1-2,1-1,1-2
35948019,20,3-4-3,16,3-4-3,2-0,2-0
35948025,9,4-4-2,13,4-2-3-1,0-1,1-1
35948032,10,4-5-1,5,4-4-2,1-2,1-3
35948037,15,3-5-2,19,4-2-3-1,0-0,0-2
35948042,4,4-3-3,2,4-1-4-1,2-0,5-0
35948048,17,3-5-2,1,4-3-3,1-1,1-3
35948054,8,4-4-2,6,3-5-2,0-1,3-1
35948058,3,4-2-3-1,14,4-3-3,0-0,1-1
1170458,262,4-2-3-1,18,3-4-3,0-1,0-3
1170457,9,4-4-2,8,4-4-2,1-0,1-0
1170459,1,4-3-3,274,4-1-4-1,3-2,4-3
1170456,3,4-2-3-1,17,4-3-3,0-0,0-2
1170461,272,5-4-1,15,4-1-4-1,0-0,0-3
1170460,13,4-2-3-1,10,4-2-3-1,0-0,0-1
1170464,6,3-5-2,16,3-4-3,0-2,0-2
1170465,12,3-5-2,20,4-3-3,0-1,1-3
1170469,10,4-3-3,272,5-4-1,2-1,5-2
1170470,274,4-1-4-1,262,4-2-3-1,2-1,4-3
1170472,19,4-2-3-1,9,4-4-2,0-1,1-3
1170466,18,3-4-3,3,4-2-3-1,1-1,2-1
1170474,8,4-4-2,13,4-3-3,1-1,2-5
1170473,17,4-4-2,12,3-4-1-2,0-2,0-3
1170468,20,4-3-3,1,4-3-3,0-0,0-2
1170471,15,4-1-4-1,7,4-4-2,1-1,4-2
1170467,14,4-3-3,6,3-5-2,0-0,1-0
1170475,16,3-4-3,4,4-2-3-1,0-2,1-3
1170485,12,3-4-3,19,4-2-3-1,1-1,2-3
1170484,9,4-4-2,10,4-3-3,1-2,1-2
1170478,272,5-4-1,20,4-2-2-2,3-0,3-3
1170480,7,4-4-2,8,4-4-2,0-1,0-1
1170476,6,3-5-2,274,4-1-4-1,0-0,0-1
1170479,13,4-3-3,17,4-4-2,1-0,1-1
1170481,4,4-2-3-1,15,4-1-4-1,1-1,2-5
1170477,3,5-4-1,16,3-4-3,1-0,4-0
1170483,262,4-2-3-1,14,4-3-3,0-2,0-3
1170482,1,4-3-3,18,3-4-3,2-1,3-1
1170494,20,4-2-3-1,9,4-4-2,0-0,4-0
1170493,10,4-3-3,12,3-4-3,2-1,4-2
1170492,274,3-5-2,4,4-1-4-1,0-1,1-1
1170489,17,4-4-2,7,4-4-2,1-0,3-1
1170488,8,4-4-2,272,4-2-3-1,1-0,2-0
1170491,15,5-4-1,3,5-4-1,0-2,0-3
1170487,16,3-5-2,262,4-3-3,0-0,1-0
1170495,18,3-4-3,6,3-5-2,0-0,2-1
1170486,19,4-2-3-1,13,4-3-3,1-4,1-6
1170490,14,4-3-3,1,4-3-3,4-1,7-2
1170503,10,4-3-3,1,4-3-3,1-1,2-2
1170505,20,4-2-3-1,8,4-4-2,2-1,3-3
1170501,4,4-3-3,18,3-4-3,1-0,1-0
1170499,17,4-4-2,19,4-2-3-1,1-1,1-4
1170498,6,3-5-2,262,4-2-3-1,0-0,1-1
1170504,9,4-4-2,12,3-4-3,1-0,1-1
1170497,13,4-3-3,3,5-4-1,3-0,3-3
1170500,15,4-1-4-1,14,4-2-3-1,0-0,0-1
1170496,272,4-2-3-1,7,4-4-2,0-0,0-0
1170502,274,4-1-4-1,16,3-4-3,0-0,0-1
16546,253,4-1-3-2,254,4-3-3,2-2,3-3
16550,261,4-2-3-1,262,4-3-3,1-0,1-0
16555,271,4-1-4-1,272,4-2-3-1,1-2,1-2
16556,273,4-2-3-1,274,4-1-4-1,0-1,1-3
16558,274,4-1-4-1,271,4-1-4-1,0-0,1-1
16562,270,4-1-4-1,257,4-2-3-1,2-0,3-0
16574,271,4-2-3-1,266,4-3-3,2-0,3-0
16581,263,3-4-1-2,258,4-3-3,2-0,3-0
16583,254,4-3-3,257,3-4-3,1-0,1-0
16595,261,4-2-3-1,253,4-1-3-2,0-3,1-3
16596,254,4-3-3,269,4-2-3-1,0-0,1-1
16601,260,4-4-1-1,273,3-4-1-2,1-1,1-3
16602,275,4-2-3-1,263,3-5-2,0-0,0-2
16607,273,4-2-3-1,254,4-3-3,1-0,2-2
16609,272,4-2-3-1,267,4-2-3-1,3-2,3-2
16617,274,4-1-4-1,259,4-2-3-1,0-0,0-1
16625,260,4-3-3,257,4-2-3-1,2-1,2-2
16649,267,4-2-3-1,253,4-3-1-2,1-1,1-2
16657,254,4-3-3,270,4-2-3-1,1-1,1-1
16658,257,4-2-3-1,266,4-4-2,0-0,1-0
16679,267,3-4-3,275,4-2-3-1,2-1,2-2
16692,270,4-2-3-1,274,4-1-4-1,0-0,1-1
16696,272,4-2-3-1,261,3-5-2,0-2,2-2
16711,259,4-2-3-1,258,4-4-2,1-0,1-0
16726,271,4-3-3,276,4-2-3-1,0-0,1-0
16775,275,4-2-3-1,274,4-1-4-1,0-0,0-2
16829,265,4-3-3,259,4-3-3,2-0,3-1
16832,274,4-1-4-1,270,4-2-3-1,0-1,1-1
16855,272,4-2-3-1,274,3-4-3,1-0,1-1
16931,259,4-1-4-1,256,4-2-3-1,0-0,0-0
16998,259,4-2-3-1,272,4-3-3,0-0,0-0
35190713,262,4-2-3-1,265,4-3-3,0-0,0-2
35190718,254,4-3-3,259,4-2-3-1,0-3,0-3
35190719,269,4-4-1-1,276,4-2-3-1,1-1,2-3
35190714,267,4-4-2,273,4-2-3-1,1-1,3-1
35190715,275,4-2-3-1,257,4-2-3-1,0-1,0-2
35190716,260,4-2-3-1,268,4-4-2,0-1,0-1
35190717,253,4-1-3-2,270,4-2-3-1,0-0,1-1
35190720,256,4-2-3-1,261,3-4-1-2,0-1,0-1
35190721,263,4-2-3-1,255,4-2-3-1,1-0,1-1
35190722,264,4-4-1-1,271,4-2-3-1,0-0,1-1
35190723,272,4-5-1,266,4-4-2,0-0,0-0
35191689,258,4-3-3,274,4-2-3-1,1-0,2-0
35196466,265,4-3-3,272,4-2-3-1,1-0,1-0
35198043,270,4-2-3-1,258,4-3-3,0-0,1-3
35198051,268,4-4-2,256,4-2-3-1,1-0,1-0
35198060,259,4-2-3-1,253,4-3-1-2,0-0,0-1
35198047,261,3-4-1-2,269,4-4-1-1,0-0,0-0
35198053,276,4-2-3-1,263,4-2-3-1,2-0,2-1
35198049,266,4-4-2,260,4-2-3-1,0-2,3-3
35198055,274,4-1-4-1,262,4-2-3-1,1-0,3-0
35198057,255,4-5-1,254,4-3-3,0-1,0-2
35198062,257,4-2-3-1,267,4-4-2,0-0,2-0
35199665,273,4-4-2,264,3-5-2,0-1,1-2
35199668,271,4-2-3-1,275,4-2-3-1,1-0,3-1
35202517,269,5-4-1,259,4-2-3-1,1-0,1-1
35202520,261,3-4-1-2,267,4-3-3,0-0,2-0
35202522,258,4-4-2,268,4-5-1,0-0,0-0
35202532,263,4-3-3,265,4-3-3,0-1,0-3
35202527,256,4-2-3-1,262,4-3-3,1-1,1-2
35202524,274,4-1-4-1,253,4-3-1-2,0-0,1-1
35202530,257,4-2-3-1,255,4-2-3-1,1-0,3-0
35203952,270,4-2-3-1,276,4-2-3-1,0-1,0-1
35203954,266,4-4-2,275,4-2-3-1,0-1,0-3
35203957,271,4-2-3-1,273,4-3-3,0-0,1-0
35203961,264,3-4-1-2,272,4-2-3-1,0-1,0-3
35205503,260,4-2-3-1,254,4-3-3,1-1,2-1
35208164,268,4-4-2,269,3-4-3,0-0,0-1
35208167,276,4-2-3-1,271,4-3-3,0-1,1-1
35208153,267,4-3-3,274,4-1-4-1,0-2,1-3
35208157,265,4-3-3,257,4-2-3-1,1-0,3-0
35208161,273,4-4-2,258,4-3-3,0-0,0-1
35208171,262,4-2-3-1,266,4-1-4-1,0-0,1-0
35208174,275,4-2-3-1,270,4-2-3-1,0-0,0-0
35208179,253,4-2-3-1,263,4-2-3-1,0-3,0-5
35208183,255,4-2-3-1,261,3-4-1-2,3-0,4-0
35208187,259,4-2-3-1,264,3-5-2,0-0,2-1
35209889,254,4-3-3,256,3-4-3,0-1,0-1
35212717,271,4-2-3-1,262,4-3-3,0-1,0-1
35212704,265,4-3-3,268,3-5-2,0-1,2-1
35212714,253,4-3-3,261,3-4-1-2,1-0,1-1
35212719,263,4-2-3-1,275,4-2-3-1,0-0,0-0
35212707,258,4-2-3-1,267,4-3-3,2-1,2-3
35214085,269,5-3-2,254,5-3-2,0-0,0-2
35214091,272,4-2-3-1,276,4-2-3-1,1-0,2-0
35212701,266,4-4-2,259,3-4-3,1-2,1-3
35214082,273,3-5-2,260,4-2-3-1,1-0,2-1
35214088,257,4-2-3-1,256,4-2-3-1,1-0,1-0
35212721,264,3-5-2,270,3-4-3,0-0,1-3
35212711,274,4-3-3,255,4-2-3-1,1-0,5-0
35216264,275,4-2-3-1,253,4-1-3-2,0-0,0-2
35216263,262,4-2-3-1,258,4-2-3-1,1-0,2-0
35216261,268,4-3-1-2,263,4-1-4-1,0-1,0-1
35216262,276,4-2-3-1,265,4-3-3,1-1,1-3
35216259,261,4-3-1-2,257,4-2-3-1,0-0,0-0
35216260,267,4-3-3,272,4-2-3-1,0-1,1-1
35216265,260,4-2-3-1,269,3-4-3,0-1,0-1
35216266,254,5-3-2,273,3-5-2,0-2,1-3
35216267,270,4-2-3-1,271,4-3-3,1-1,1-1
35216268,256,5-3-2,264,3-4-1-2,0-2,0-3
35216269,255,4-2-3-1,266,4-4-2,2-0,2-0
35216270,259,3-4-3,274,4-1-4-1,0-0,0-1
35217846,272,4-2-3-1,262,4-2-3-1,0-0,0-0
35217841,257,4-2-3-1,260,4-2-3-1,7-0,8-0
35217843,263,4-1-4-1,254,5-4-1,1-1,1-2
35217827,258,4-2-3-1,276,4-3-3,1-1,2-1
35217831,253,4-3-1-2,256,3-4-3,1-0,1-1
35217834,269,3-4-3,267,4-3-3,1-0,1-0
35217838,264,3-5-2,275,4-2-3-1,0-0,0-0
35217823,265,4-3-3,270,5-3-2,1-0,1-0
35217824,273,4-4-2,255,4-4-2,1-0,1-1
35217822,266,4-4-2,268,4-4-2,0-0,1-1
35217836,271,4-1-4-1,259,3-4-1-2,1-2,2-2
35217829,274,4-3-3,261,3-4-1-2,1-0,1-0
35219519,275,4-2-3-1,272,4-2-3-1,1-1,2-1
35219516,268,3-5-2,257,4-2-3-1,1-2,2-2
35219524,255,4-2-3-1,265,4-3-3,1-0,1-0
35219515,267,4-3-3,263,4-5-1,2-1,4-3
35219518,262,4-2-3-1,264,3-5-2,3-0,5-3
35219520,260,4-4-2,253,4-3-1-2,0-0,0-1
35219521,254,4-2-3-1,258,4-2-3-1,0-1,1-3
35219522,270,4-2-3-1,266,4-4-2,1-0,2-0
35219523,256,4-4-2,269,4-4-2,1-0,4-3
35219525,259,3-4-3,273,3-5-2,1-0,1-0
35219517,276,4-2-3-1,274,4-2-3-1,0-0,1-3
35219514,261,4-3-1-2,271,5-4-1,0-0,1-0
35221477,266,4-4-1-1,276,4-2-3-1,0-1,1-3
35221478,265,4-3-3,261,3-4-1-2,0-1,1-2
35221479,273,3-5-2,270,4-2-3-1,0-1,1-1
35221480,258,4-2-3-1,260,4-2-3-1,2-0,3-0
35221481,274,4-1-4-1,268,5-3-2,2-0,4-0
35221482,253,4-3-1-2,267,4-4-2,2-1,3-2
35221483,269,4-4-2,275,4-2-3-1,1-1,4-1
35221484,271,3-4-1-2,255,3-5-2,0-1,1-4
35221485,263,4-1-4-1,259,3-4-1-2,1-1,1-4
35221486,264,3-5-2,254,4-2-3-1,1-1,1-2
35221487,272,4-2-3-1,256,4-2-3-1,1-1,2-2
35221488,257,4-2-3-1,262,4-2-3-1,1-0,1-1
72466816,259,3-4-3,265,4-3-3,0-0,1-0
72468142,258,4-2-3-1,262,4-2-3-1,0-0,0-2
72470131,265,4-3-3,259,3-4-1-2,2-0,3-1
72471236,262,4-2-3-1,258,4-2-3-1,1-1,1-2
77992761,265,4-3-3,262,4-4-1-1,0-0,0-0
18348,291,4-1-2-3,281,3-4-1-2,2-0,2-0
18472,286,4-3-3,281,3-4-1-2,0-0,1-1
18514,279,3-4-3,316,5-4-1,0-0,0-0
18599,322,3-4-3,279,3-4-3,1-0,1-0
36919787,354,4-2-3-1,352,4-3-3,1-1,1-1
36919812,338,4-3-3,286,4-4-2,1-3,1-4
36931289,352,4-3-3,354,4-2-3-1,1-1,1-1
36931347,286,4-2-3-1,338,3-4-3,0-1,2-2
46252711,344,3-5-2,326,3-5-2,2-0,4-0
20053,583,4-2-3-1,97,4-2-3-1,0-0,2-0
20054,587,5-3-2,588,4-3-3,1-0,1-2
20055,595,3-4-3,581,4-4-2,1-2,2-2
20056,582,4-3-3,585,5-4-1,1-0,1-0
20057,97,4-2-3-1,592,5-3-2,1-0,2-1
20058,589,4-2-3-1,95,4-3-3,1-2,2-2
20059,112,4-2-3-1,595,4-4-1-1,0-0,1-0
20060,590,4-2-3-1,587,5-3-2,0-0,0-0
20061,586,3-4-1-2,588,4-3-3,1-1,2-1
20062,593,4-2-3-1,596,4-3-3,2-0,2-0
20063,584,4-2-3-1,597,4-3-3,0-0,0-0
20064,594,4-2-3-1,583,4-2-3-1,0-0,1-0
20065,585,4-2-3-1,591,4-2-3-1,1-2,2-2
20066,581,4-4-2,582,4-3-3,2-2,3-4
20067,595,3-4-3,594,4-2-3-1,0-1,2-1
20068,582,4-3-3,586,3-4-3,0-1,1-1
20069,583,4-2-3-1,581,3-4-3,0-0,0-0
20070,596,4-3-3,589,4-2-3-1,0-1,1-2
20071,588,3-4-3,584,3-4-3,1-1,2-1
20072,593,3-4-3,590,4-2-3-1,1-2,2-2
20073,597,4-3-3,591,4-2-3-1,1-0,1-0
20074,587,4-2-3-1,97,4-2-3-1,0-0,1-1
20075,592,3-4-3,585,3-4-3,0-1,4-1
20076,95,3-5-2,112,4-3-3,0-0,0-1
20077,584,4-2-3-1,582,4-3-3,0-0,0-0
20078,581,3-5-2,588,3-4-3,1-0,3-1
20079,590,4-2-3-1,95,4-2-3-1,1-1,2-2
20080,594,4-2-3-1,587,4-4-2,0-0,1-0
20081,585,4-2-3-1,596,4-3-3,0-1,0-1
20082,586,3-4-3,597,5-3-2,1-0,1-0
20083,591,4-2-3-1,592,4-1-4-1,0-0,0-2
20084,97,4-2-3-1,595,5-4-1,1-0,2-0
20085,589,4-2-3-1,593,3-4-3,1-2,1-3
20086,112,4-2-3-1,583,4-2-3-1,0-1,0-2
20087,95,4-2-3-1,594,4-2-3-1,0-0,0-1
20088,593,3-4-3,112,4-3-3,0-0,0-1
20089,592,4-1-4-1,589,4-2-3-1,0-1,1-1
20090,596,4-3-3,591,4-2-3-1,1-0,2-2
20091,588,4-3-3,97,4-2-3-1,1-1,1-1
20092,583,4-4-1-1,584,4-2-3-1,1-1,1-2
20093,581,3-5-2,590,4-2-3-1,1-0,4-1
20094,595,3-5-2,586,3-4-1-2,1-0,1-0
20095,597,4-3-3,585,4-2-3-1,0-0,0-1
20096,582,4-3-3,587,5-3-2,0-1,1-1
20097,589,4-2-3-1,582,4-2-3-1,2-1,3-1
20098,112,4-3-3,592,4-2-3-1,2-0,4-0
20099,584,4-3-3,595,3-5-2,1-0,1-0
20100,591,4-2-3-1,593,3-4-3,0-2,1-3
20101,590,4-2-3-1,596,4-3-3,2-0,2-0
20102,594,4-2-3-1,588,4-3-3,0-0,1-0
20103,586,3-4-3,581,4-4-2,2-0,3-1
20104,97,4-2-3-1,597,4-4-2,1-1,2-2
20105,587,5-3-2,583,4-2-3-1,0-0,0-1
20106,585,3-4-3,95,3-4-3,0-0,1-0
20107,588,4-1-2-3,112,4-2-3-1,0-2,1-4
20108,95,4-3-3,584,4-2-3-1,0-0,0-0
20109,596,4-3-3,594,4-2-3-1,0-0,1-0
20110,591,4-2-3-1,97,4-2-3-1,0-0,2-1
20111,592,4-1-4-1,590,4-2-3-1,0-0,0-1
20112,597,4-4-2,589,4-2-3-1,1-0,1-1
20113,583,4-2-3-1,586,3-5-2,1-0,1-0
20114,593,3-4-3,585,3-4-1-2,0-0,0-1
20115,581,3-4-1-2,587,3-5-2,1-1,3-2
20116,582,4-3-3,595,3-5-2,1-0,2-0
20117,594,4-2-3-1,581,3-4-1-2,0-1,0-1
20118,97,3-4-3,593,3-4-3,1-0,3-0
20119,595,4-2-3-1,588,3-4-3,1-0,1-0
20120,583,4-2-3-1,597,4-4-2,0-0,0-0
20121,590,4-4-1-1,584,4-2-3-1,0-0,2-0
20122,95,4-4-2,596,4-1-2-3,2-0,2-0
20123,586,3-4-1-2,592,4-1-4-1,0-0,0-0
20124,587,4-4-2,591,4-4-2,2-1,3-2
20125,585,3-4-3,589,4-2-3-1,1-0,2-2
20126,112,4-3-3,582,4-3-3,4-0,4-0
20127,584,4-2-3-1,112,4-3-3,1-1,2-1
20128,582,4-3-3,97,3-4-3,0-0,2-1
20130,596,4-3-3,586,3-4-1-2,1-0,2-2
20131,591,4-4-2,95,4-4-2,1-1,2-3
20132,592,4-1-4-1,595,4-3-3,1-0,1-0
20133,589,4-2-3-1,590,4-2-3-1,1-0,1-0
20134,593,3-4-3,594,4-2-3-1,1-0,2-0
20135,588,3-4-1-2,583,4-2-3-1,2-0,2-0
20136,585,3-4-3,581,3-5-2,0-0,1-0
20137,588,3-5-2,593,3-4-3,1-0,1-1
20138,590,4-2-3-1,112,4-3-3,0-1,1-2
20139,595,4-3-1-2,597,4-3-3,2-0,4-1
20140,581,3-5-2,584,4-3-3,1-0,1-0
20141,97,4-2-3-1,596,4-4-1-1,0-0,0-0
20142,583,4-1-4-1,592,4-1-4-1,0-0,0-0
20143,587,4-4-2,589,4-2-3-1,1-1,3-1
20144,594,4-2-3-1,585,3-4-3,2-2,2-3
20145,586,3-4-1-2,591,4-5-1,1-0,3-0
20146,582,4-3-3,95,4-3-3,2-0,2-1
20147,112,4-3-3,97,3-4-1-2,2-0,2-0
20148,95,4-2-3-1,588,4-3-3,2-0,2-1
20149,590,4-2-3-1,594,4-2-3-1,0-1,1-1
20150,596,4-3-3,583,4-2-3-1,0-1,1-1
20151,589,4-2-3-1,595,4-3-1-2,0-1,0-4
20152,592,4-1-4-1,597,4-4-2,0-0,1-0
20153,584,4-3-3,587,4-4-2,0-0,2-1
20154,593,3-4-3,581,3-4-3,1-1,2-1
20155,585,3-4-3,586,3-4-3,0-0,0-0
20156,591,4-3-3,582,4-3-3,0-0,0-2
20157,582,4-3-3,590,4-3-3,0-0,2-1
20158,595,3-4-1-2,95,4-3-3,1-1,1-2
20159,588,4-3-3,592,4-1-4-1,1-1,3-1
20160,97,4-2-3-1,584,4-2-3-1,1-0,1-0
20161,586,3-5-2,589,4-2-3-1,1-1,4-2
20162,597,4-4-2,596,4-3-3,0-1,1-1
20163,583,4-3-3,593,3-4-3,0-1,1-1
20164,594,4-2-3-1,591,4-2-3-1,1-0,2-1
20165,587,4-4-2,585,3-4-3,1-1,2-1
20167,593,3-4-3,597,4-3-3,2-0,6-0
20168,592,4-1-4-1,582,4-3-3,0-2,0-2
20169,590,4-3-3,595,4-3-1-2,2-0,5-0
20170,95,4-2-3-1,97,4-2-3-1,0-0,0-1
20171,585,4-2-3-1,588,4-3-3,3-1,4-1
20172,584,4-2-3-1,586,3-5-2,1-2,2-2
20174,591,5-4-1,581,5-3-2,1-1,1-2
20175,596,4-3-3,587,4-4-2,0-1,0-1
20176,112,4-3-3,594,4-4-2,0-0,2-0
20177,97,4-2-3-1,590,4-3-3,1-0,1-0
20178,597,4-4-2,95,4-2-3-1,0-1,0-4
20179,586,3-4-1-2,112,4-3-3,1-0,1-3
20180,588,4-2-3-1,596,3-4-3,2-0,4-1
20181,587,4-4-2,592,4-1-4-1,1-0,2-1
20182,595,4-3-1-2,591,5-4-1,2-1,4-2
20183,581,3-5-2,589,3-4-3,0-0,3-0
20184,583,4-2-3-1,585,4-2-3-1,1-0,3-1
20185,594,4-4-2,584,4-3-3,0-0,1-0
20186,582,4-3-3,593,3-4-3,0-1,3-1
20187,97,4-2-3-1,586,3-4-1-2,1-0,2-1
20188,596,4-3-3,582,4-3-3,1-0,1-1
20189,591,4-2-3-1,583,4-2-3-1,0-1,0-1
20190,597,4-4-2,594,4-4-2,0-1,0-1
20191,589,4-2-3-1,584,4-4-2,1-1,1-1
20192,590,4-3-3,588,4-2-3-1,0-0,0-0
20193,592,4-1-4-1,581,3-5-2,0-0,0-0
20194,593,3-4-3,595,4-3-1-2,0-1,0-1
20195,95,4-2-3-1,587,4-2-3-1,0-0,0-1
20196,585,4-3-3,112,4-4-2,0-2,0-4
20197,594,4-2-3-1,592,4-1-4-1,1-0,1-2
20198,582,4-3-3,597,4-4-2,0-0,3-1
20199,112,4-2-2-2,589,4-3-3,1-0,4-1
20200,588,4-3-3,591,4-3-3,3-0,3-0
20201,595,4-3-1-2,585,4-3-3,1-0,2-1
20202,583,4-2-3-1,95,3-4-3,1-1,1-1
20203,581,4-3-3,97,4-2-3-1,2-1,5-1
20204,587,4-4-2,593,3-4-3,0-0,1-0
20205,584,4-2-3-1,596,4-3-3,2-1,2-2
20206,586,3-4-1-2,590,3-5-2,2-0,4-0
20207,587,4-4-2,582,4-3-3,0-0,0-1
20208,593,3-4-3,95,4-1-2-3,1-0,1-2
20209,596,4-3-3,595,3-5-2,0-0,1-0
20210,597,4-2-3-1,583,4-2-3-1,1-0,2-0
20211,589,3-4-3,586,3-4-1-2,1-0,1-2
20212,592,4-3-3,588,4-3-3,1-1,1-1
20213,591,4-4-2,590,4-2-3-1,2-1,2-5
20214,585,4-3-3,594,4-2-3-1,0-1,0-2
20215,584,4-4-2,97,4-4-2,0-0,1-0
20216,112,4-4-2,581,4-3-3,3-2,3-3
20217,597,4-3-3,587,4-4-2,0-0,0-1
20218,589,4-4-2,583,4-2-3-1,0-1,1-1
20219,581,4-3-3,112,4-4-2,0-2,1-4
20220,588,4-3-3,587,4-4-2,0-0,1-1
20221,582,4-3-3,592,4-1-4-1,0-0,0-0
20222,583,4-2-3-1,596,4-3-3,0-1,0-1
20223,585,4-2-3-1,597,4-3-3,2-1,2-1
20224,581,4-2-3-1,595,4-3-1-2,0-1,1-3
20225,586,4-3-1-2,584,4-2-3-1,0-0,2-1
20226,590,4-3-3,589,4-3-3,0-0,2-1
20227,95,4-3-3,591,4-3-3,1-0,3-0
20228,594,4-2-3-1,593,3-4-3,0-0,0-1
20229,97,4-4-2,112,4-4-2,0-1,0-2
20230,587,4-4-2,594,4-2-3-1,0-0,3-2
20231,112,4-4-2,586,3-4-3,3-0,5-0
20232,592,4-1-4-1,583,4-2-3-1,1-1,1-4
20233,595,4-3-1-2,97,4-4-2,1-0,1-2
20234,589,4-2-3-1,591,4-3-3,0-0,0-0
20235,597,4-2-3-1,581,4-3-3,1-1,3-1
20236,584,4-2-3-1,590,4-2-3-1,2-0,3-0
20237,588,4-2-3-1,95,4-3-3,1-1,2-1
20238,596,4-3-3,585,4-2-3-1,1-0,3-1
20239,593,4-2-3-1,582,4-1-4-1,0-0,0-0
20240,581,4-2-3-1,592,4-1-4-1,1-0,1-0
20241,97,4-2-3-1,587,4-4-2,1-0,1-0
20242,594,4-2-3-1,112,4-4-2,0-1,1-2
20243,590,4-2-3-1,593,4-2-3-1,0-1,1-1
20244,597,4-2-3-1,584,4-2-3-1,2-0,2-0
20245,95,4-4-2,589,4-2-3-1,0-0,0-0
20246,591,4-2-3-1,595,4-3-1-2,0-0,0-1
20247,583,4-2-3-1,588,4-4-2,0-0,1-1
20248,586,3-4-3,596,4-3-3,1-0,1-1
