match_id,season,HTF,HP1N,HP1P,HP2N,HP2P,HP3N,HP3P,HP4N,HP4P,HP5N,HP5P,HP6N,HP6P,HP7N,HP7P,HP8N,HP8P,HP9N,HP9P,HP10N,HP10P,HP11N,HP11P,ATF,AP1N,AP1P,AP2N,AP2P,AP3N,AP3P,AP4N,AP4P,AP5N,AP5P,AP6N,AP6P,AP7N,AP7P,AP8N,AP8P,AP9N,AP9P,AP10N,AP10P,AP11N,AP11P
15248346,20200627,NaN,22,G,15,D,40,M,31,F,14,M,4,M,3,D,11,F,5,D,29,D,19,D,NaN,21,G,25,M,15,D,5,M,6,M,17,M,20,F,10,M,2,D,16,D,22,D
15248348,20200627,NaN,25,G,38,D,6,D,23,M,2,M,32,M,19,D,8,D,13,F,11,F,16,M,NaN,1,G,15,D,33,F,41,M,30,M,16,F,13,D,50,M,6,D,22,F,25,M
15248350,20200627,NaN,1,G,3,M,27,D,14,F,11,F,30,F,5,D,7,M,41,M,8,M,20,D,NaN,13,G,28,M,15,M,44,M,24,F,37,D,49,D,5,D,8,M,9,F,32,D
15252360,20200701,NaN,21,G,25,M,15,D,5,M,6,M,17,M,20,F,10,M,2,D,16,D,22,D,NaN,31,G,7,M,8,M,33,D,39,D,20,M,9,F,37,M,16,D,4,M,11,M
15252363,20200701,NaN,1,G,19,D,4,D,3,D,27,D,29,M,8,M,10,M,18,F,15,M,33,F,NaN,22,G,15,D,40,M,31,F,14,M,4,M,3,D,11,F,5,D,29,D,19,D
15252365,20200701,NaN,34,G,5,D,14,M,30,M,31,M,32,D,35,F,27,M,4,F,20,D,11,F,NaN,25,G,38,D,6,D,23,M,2,M,32,M,19,D,8,D,13,F,11,F,16,M
15252367,20200701,NaN,17,G,4,D,8,M,24,D,9,F,27,M,13,D,14,F,25,D,20,D,39,M,NaN,1,G,5,M,11,F,49,F,27,M,6,M,4,D,22,D,33,D,8,M,24,D
15252369,20200701,NaN,1,G,27,F,3,D,34,D,44,F,25,F,23,D,4,D,15,M,2,M,16,F,NaN,44,G,4,D,8,M,26,D,28,M,37,M,19,D,7,M,13,F,40,M,3,D
15252372,20200701,NaN,1,G,15,D,33,F,41,M,30,M,16,F,13,D,50,M,6,D,22,F,25,M,NaN,13,G,28,M,15,M,44,M,24,F,37,D,49,D,5,D,8,M,9,F,32,D
15252374,20200701,NaN,1,G,20,F,24,D,23,D,29,M,19,D,6,M,2,D,8,M,25,M,10,M,NaN,1,G,3,M,27,D,14,F,11,F,30,F,5,D,7,M,41,M,8,M,20,D
15252376,20200701,NaN,24,G,18,M,26,D,13,D,29,F,23,M,7,M,2,D,15,F,36,D,5,M,NaN,1,G,11,F,6,M,8,M,41,M,5,M,2,D,19,M,25,M,4,D,13,D
15252377,20200701,NaN,21,G,6,M,30,F,5,D,9,F,17,F,44,D,33,D,13,D,26,M,25,D,NaN,39,G,11,F,10,F,2,D,5,D,16,M,14,F,22,M,18,D,7,M,17,M
15257276,20200704,NaN,39,G,11,F,10,F,2,D,5,D,16,M,14,F,22,M,18,D,7,M,17,M,NaN,22,G,15,D,40,M,31,F,14,M,4,M,3,D,11,F,5,D,29,D,19,D
15257279,20200704,NaN,17,G,4,D,8,M,24,D,9,F,27,M,13,D,14,F,25,D,20,D,39,M,NaN,1,G,27,F,3,D,34,D,44,F,25,F,23,D,4,D,15,M,2,M,16,F
15257282,20200704,NaN,1,G,11,F,6,M,8,M,41,M,5,M,2,D,19,M,25,M,4,D,13,D,NaN,21,G,6,M,30,F,5,D,9,F,17,F,44,D,33,D,13,D,26,M,25,D
15257287,20200704,NaN,1,G,5,M,11,F,49,F,27,M,6,M,4,D,22,D,33,D,8,M,24,D,NaN,13,G,28,M,15,M,44,M,24,F,37,D,49,D,5,D,8,M,9,F,32,D
42308608,20200704,NaN,1,G,19,D,4,D,7,M,9,F,21,M,8,M,10,M,5,D,13,D,33,F,NaN,21,G,25,M,5,M,6,M,17,M,9,F,10,M,2,D,14,D,22,D,3,D
42308613,20200704,NaN,31,G,10,F,24,D,2,D,5,D,37,M,21,D,14,F,15,D,30,F,6,M,NaN,1,G,26,D,27,F,11,M,3,D,8,M,25,F,23,D,4,D,15,M,16,F
42308617,20200704,NaN,44,G,9,F,4,D,23,M,8,M,6,M,29,D,7,M,5,D,14,M,3,D,NaN,1,G,48,F,5,D,8,M,9,F,27,M,18,M,10,M,19,M,4,F,3,D
42308621,20200704,NaN,1,G,7,M,9,F,6,M,40,M,47,M,16,F,3,D,5,D,29,D,2,D,NaN,1,G,9,M,38,M,20,F,41,M,23,M,28,M,3,D,4,M,6,D,22,F
42308626,20200704,NaN,17,G,4,D,8,M,7,M,2,D,6,D,15,D,10,M,22,M,14,F,18,F,NaN,33,G,15,M,20,M,4,D,2,D,31,M,3,D,8,M,9,F,10,M,6,D
42308629,20200704,NaN,1,G,9,F,8,M,10,M,41,M,5,M,2,D,25,M,4,D,16,M,13,D,NaN,1,G,14,D,7,M,8,M,39,D,2,D,20,M,9,F,28,D,4,M,11,M
42308634,20200704,NaN,1,G,38,D,6,D,28,D,4,D,18,M,22,D,13,F,15,M,11,F,16,M,NaN,24,G,19,F,14,M,13,D,16,M,20,F,4,D,7,M,15,F,8,M,5,M
42308638,20200704,NaN,1,G,27,D,29,M,14,F,31,D,6,D,30,F,16,M,7,M,24,M,20,D,NaN,21,G,6,M,19,D,8,M,5,D,17,F,39,M,44,D,23,F,11,F,25,D
42308643,20200704,NaN,18,G,5,M,11,F,3,D,49,F,6,M,22,D,33,D,8,M,24,D,25,M,NaN,38,G,9,F,18,M,23,D,19,D,44,M,6,M,2,D,8,M,39,F,10,M
15258930,20200705,NaN,1,G,15,D,33,F,41,M,30,M,16,F,13,D,50,M,6,D,22,F,25,M,NaN,1,G,20,F,24,D,23,D,29,M,19,D,6,M,2,D,8,M,25,M,10,M
15258933,20200705,NaN,24,G,18,M,26,D,13,D,29,F,23,M,7,M,2,D,15,F,36,D,5,M,NaN,21,G,25,M,15,D,5,M,6,M,17,M,20,F,10,M,2,D,16,D,22,D
15258935,20200705,NaN,44,G,4,D,8,M,26,D,28,M,37,M,19,D,7,M,13,F,40,M,3,D,NaN,1,G,19,D,4,D,3,D,27,D,29,M,8,M,10,M,18,F,15,M,33,F
15258937,20200705,NaN,25,G,38,D,6,D,23,M,2,M,32,M,19,D,8,D,13,F,11,F,16,M,NaN,31,G,7,M,8,M,33,D,39,D,20,M,9,F,37,M,16,D,4,M,11,M
15258939,20200705,NaN,1,G,3,M,27,D,14,F,11,F,30,F,5,D,7,M,41,M,8,M,20,D,NaN,34,G,5,D,14,M,30,M,31,M,32,D,35,F,27,M,4,F,20,D,11,F
42321631,20200708,NaN,21,G,25,M,15,D,5,M,6,M,17,M,9,F,8,F,2,D,14,D,22,D,NaN,31,G,11,F,24,D,5,D,16,M,23,F,37,M,3,D,7,M,15,D,6,M
42321642,20200708,NaN,24,G,42,F,26,D,39,D,16,M,29,F,3,M,11,F,7,M,36,D,5,M,NaN,1,G,27,D,29,M,14,F,31,D,12,M,45,F,6,D,10,M,24,M,20,D
42321648,20200708,NaN,17,G,4,D,28,M,5,M,50,D,6,D,15,D,10,M,14,F,19,F,18,F,NaN,44,G,9,F,4,D,23,M,8,M,6,M,29,D,7,M,5,D,14,M,3,D
42321653,20200708,NaN,1,G,14,D,7,M,19,F,39,D,20,M,9,F,22,D,28,D,4,M,11,M,NaN,1,G,48,F,5,D,8,M,9,F,27,M,18,M,10,M,19,M,4,F,3,D
42321661,20200708,NaN,18,G,2,M,9,M,38,M,20,F,41,M,23,M,3,D,7,F,4,M,6,D,NaN,18,G,5,M,13,F,11,F,49,F,6,M,22,D,33,D,8,M,24,D,25,M
42321667,20200708,NaN,38,G,9,F,23,D,29,M,19,D,44,M,6,M,2,D,8,M,39,F,10,M,NaN,1,G,6,M,40,M,47,M,16,F,8,M,18,F,3,D,11,F,5,D,29,D
42321672,20200708,NaN,21,G,6,M,27,D,8,M,30,F,9,F,17,F,44,D,23,F,15,D,16,D,NaN,1,G,38,D,6,D,28,D,4,D,2,M,14,M,8,D,10,M,9,F,16,M
42321677,20200708,NaN,33,G,20,M,4,D,45,M,31,M,37,D,3,D,8,M,9,F,10,M,6,D,NaN,1,G,9,F,8,M,10,M,41,M,5,M,2,D,25,M,4,D,16,M,13,D
42321681,20200708,NaN,1,G,26,D,11,M,3,D,44,F,10,F,23,D,4,D,15,M,2,M,16,F,NaN,1,G,19,D,11,F,14,M,9,F,27,D,21,M,8,M,5,D,15,M,33,F
42331715,20200711,NaN,1,G,9,F,6,M,8,M,41,M,5,M,22,M,7,D,4,D,16,M,13,D,NaN,17,G,4,D,8,M,28,M,2,D,15,D,10,M,13,D,14,F,18,F,39,M
42331718,20200711,NaN,1,G,7,M,9,F,41,D,40,M,27,F,4,M,11,F,5,D,29,D,2,D,NaN,18,G,5,M,9,F,11,F,27,M,17,D,24,D,21,F,14,M,44,D,25,M
42335283,20200712,NaN,18,G,2,M,9,M,41,M,23,M,28,M,3,D,11,F,50,M,6,D,22,F,NaN,1,G,24,D,23,D,19,D,44,M,6,M,2,D,8,M,16,M,39,F,10,M
42335285,20200712,NaN,31,G,10,F,24,D,2,D,37,M,3,D,21,D,14,F,30,F,6,M,20,M,NaN,1,G,19,D,4,D,9,F,27,D,21,M,8,M,10,M,5,D,15,M,33,F
42335289,20200712,NaN,44,G,9,F,4,D,23,M,8,M,26,D,6,M,29,D,7,M,14,M,3,D,NaN,24,G,19,F,14,M,13,D,16,M,20,F,4,D,29,F,7,M,8,M,5,M
42335291,20200712,NaN,21,G,25,M,5,M,6,M,17,M,20,F,10,M,2,D,14,D,22,D,3,D,NaN,1,G,26,D,27,F,11,M,3,D,44,F,8,M,23,D,4,D,15,M,16,F
42335295,20200712,NaN,1,G,38,D,5,D,23,M,28,D,4,D,2,M,14,M,8,D,13,F,16,M,NaN,1,G,48,F,5,D,14,M,8,M,32,D,27,M,18,M,19,M,4,F,3,D
42335298,20200712,NaN,1,G,27,D,31,D,45,F,6,D,30,F,16,M,7,M,24,M,8,M,20,D,NaN,1,G,14,D,7,M,6,M,19,F,39,D,20,M,15,F,22,D,28,D,11,M
42335302,20200712,NaN,21,G,6,M,5,D,9,F,18,M,39,M,44,D,45,F,13,D,11,F,25,D,NaN,33,G,27,F,11,F,18,M,4,D,2,D,45,M,37,D,3,D,9,F,10,M
42354607,20200718,NaN,1,G,14,D,7,M,36,F,39,D,25,M,20,M,9,F,22,D,28,D,4,M,NaN,21,G,6,M,27,D,8,M,30,F,5,D,9,F,17,F,44,D,13,D,23,F
42354610,20200718,NaN,1,G,26,D,27,F,11,M,3,D,23,D,17,F,4,D,15,M,2,M,16,F,NaN,18,G,41,M,28,M,3,D,4,M,11,F,50,M,6,D,22,F,36,M,25,M
42354614,20200718,NaN,24,G,18,M,19,F,14,M,13,D,16,M,20,F,4,D,29,F,7,M,5,M,NaN,1,G,5,D,14,M,8,M,27,M,18,M,10,M,19,M,33,F,4,F,3,D
42354619,20200718,NaN,18,G,9,F,4,D,23,M,8,M,27,M,37,M,6,M,29,D,7,M,5,D,NaN,1,G,9,F,8,M,10,M,41,M,5,M,2,D,25,M,7,D,16,M,13,D
42354624,20200718,NaN,33,G,11,F,20,M,18,M,4,D,2,D,31,M,3,D,9,F,10,M,6,D,NaN,1,G,27,D,29,M,14,F,31,D,6,D,30,F,16,M,7,M,24,M,2,D
42354628,20200718,NaN,1,G,19,D,11,F,4,D,9,F,27,D,21,M,8,M,5,D,15,M,33,F,NaN,1,G,7,M,9,F,6,M,40,M,49,D,16,F,3,D,11,F,5,D,29,D
42354632,20200718,NaN,23,G,4,D,8,M,33,M,7,M,3,D,10,M,14,F,25,D,20,D,39,M,NaN,1,G,38,D,6,D,23,M,28,D,4,D,18,M,14,M,8,D,11,F,16,M
42354636,20200718,NaN,1,G,20,F,23,D,19,D,44,M,6,M,2,D,8,M,16,M,39,F,10,M,NaN,21,G,25,M,15,D,5,M,6,M,17,M,9,F,10,M,2,D,14,D,22,D
42354638,20200718,NaN,18,G,5,M,13,F,11,F,3,D,49,F,6,M,22,D,8,M,24,D,25,M,NaN,31,G,10,F,5,D,23,F,3,D,21,D,14,F,18,D,30,F,6,M,20,M
42359722,20200722,NaN,1,G,19,D,14,M,4,D,7,M,27,D,10,M,5,D,15,M,39,F,33,F,NaN,1,G,9,F,23,D,29,M,19,D,2,D,8,M,30,M,25,M,39,F,10,M
42359723,20200722,NaN,18,G,2,M,15,D,41,M,16,F,28,M,3,D,7,F,4,M,6,D,22,F,NaN,31,G,10,F,2,D,5,D,16,M,23,F,21,D,14,F,22,M,18,D,20,M
42359724,20200722,NaN,25,G,20,F,5,D,4,D,18,M,2,M,22,D,8,D,10,M,16,M,3,D,NaN,1,G,5,D,6,M,8,M,36,F,39,D,41,M,9,F,22,D,28,D,4,M
42359725,20200722,NaN,21,G,41,M,8,M,30,F,5,D,9,F,44,D,23,F,15,D,11,F,25,D,NaN,18,G,9,F,4,D,23,M,8,M,37,M,29,D,7,M,5,D,3,D,30,M
42359726,20200722,NaN,1,G,48,F,5,D,14,M,8,M,32,D,18,M,10,M,4,F,3,D,7,F,NaN,33,G,15,M,20,M,4,D,45,M,37,D,8,M,9,F,32,D,10,M,6,D
42359727,20200722,NaN,21,G,25,M,5,M,6,M,17,M,9,F,10,M,2,D,14,D,22,D,3,D,NaN,18,G,5,M,11,F,3,D,49,F,17,D,6,M,22,D,8,M,24,D,25,M
42359728,20200722,NaN,1,G,7,M,9,F,15,D,40,M,16,F,14,M,32,M,3,D,5,D,2,D,NaN,1,G,26,D,11,M,3,D,44,F,25,F,23,D,4,D,15,M,2,M,16,F
42359729,20200722,NaN,1,G,27,D,29,M,31,D,12,M,45,F,9,F,6,D,41,M,2,D,8,M,NaN,23,G,4,D,8,M,33,M,7,M,3,D,10,M,14,F,25,D,20,D,39,M
42359730,20200722,NaN,27,G,18,M,19,F,14,M,13,D,16,M,20,F,7,M,15,F,36,D,5,M,NaN,1,G,9,F,8,M,10,M,41,M,5,M,2,D,25,M,7,D,16,M,13,D
42362811,20200726,NaN,1,G,14,M,8,M,31,M,27,M,18,M,10,M,4,F,23,M,3,D,7,F,NaN,21,G,6,M,27,D,8,M,30,F,5,D,18,M,39,M,44,D,15,D,11,F
42362812,20200726,NaN,1,G,20,F,24,D,23,D,29,M,19,D,6,M,2,D,8,M,25,M,10,M,NaN,1,G,27,F,3,D,34,D,44,F,25,F,23,D,4,D,15,M,2,M,16,F
42362814,20200726,NaN,31,G,10,F,2,D,5,D,16,M,3,D,14,F,22,M,18,D,30,F,6,M,NaN,1,G,9,F,41,D,23,F,14,M,4,M,26,M,11,F,5,D,29,D,2,D
42362816,20200726,NaN,18,G,9,F,4,D,23,M,8,M,26,D,37,M,29,D,46,M,3,D,30,M,NaN,1,G,27,D,45,F,6,D,30,F,10,M,5,D,4,D,16,M,41,M,8,M
42362818,20200726,NaN,1,G,14,D,7,M,39,D,25,M,20,M,15,F,9,F,22,D,28,D,4,M,NaN,33,G,11,F,28,M,4,D,2,D,31,M,3,D,8,M,9,F,7,M,6,D
42362820,20200726,NaN,23,G,4,D,33,M,7,M,27,M,3,D,10,M,14,F,25,D,20,D,39,M,NaN,24,G,18,M,19,F,39,D,16,M,4,D,29,F,37,M,11,F,36,D,5,M
42362823,20200726,NaN,1,G,11,F,30,F,6,M,8,M,41,M,5,M,22,M,2,D,4,D,13,D,NaN,25,G,20,F,38,D,6,D,28,D,18,M,2,M,22,D,14,M,8,D,16,M
42362825,20200726,NaN,18,G,2,M,33,F,41,M,28,M,3,D,4,M,11,F,6,D,22,F,36,M,NaN,21,G,5,M,6,M,17,M,32,F,10,M,8,F,2,D,14,D,22,D,3,D
42362827,20200726,NaN,18,G,5,M,13,F,11,F,49,F,38,F,4,D,8,M,24,D,44,D,25,M,NaN,1,G,19,D,11,F,14,M,4,D,27,D,21,M,5,D,15,M,39,F,33,F
42367441,20200801,NaN,1,G,26,D,27,F,3,D,44,F,8,M,25,F,23,D,4,D,15,M,16,F,NaN,23,G,4,D,8,M,33,M,7,M,50,D,10,M,14,F,25,D,20,D,18,F
42367445,20200801,NaN,27,G,19,F,14,M,13,D,43,D,16,M,20,F,7,M,15,F,36,D,5,M,NaN,1,G,6,M,41,M,27,D,8,M,30,F,5,D,18,M,39,M,44,D,25,D
42367449,20200801,NaN,18,G,4,D,23,M,8,M,26,D,37,M,7,M,5,D,16,F,3,D,30,M,NaN,38,G,9,F,24,D,23,D,50,M,19,D,6,M,2,D,8,M,25,M,10,M
42367451,20200801,NaN,33,G,11,F,20,M,4,D,2,D,31,M,3,D,8,M,9,F,7,M,6,D,NaN,18,G,2,M,19,F,33,F,41,M,30,M,28,M,3,D,6,D,22,F,36,M
42367454,20200801,NaN,1,G,19,D,11,F,4,D,27,D,21,M,8,M,5,D,15,M,39,F,33,F,NaN,1,G,11,F,30,F,8,M,10,M,41,M,5,M,2,D,25,M,4,D,13,D
42367456,20200801,NaN,1,G,9,F,15,D,40,M,31,F,4,M,3,D,11,F,5,D,29,D,2,D,NaN,21,G,14,D,8,M,39,D,25,M,20,M,9,F,22,D,28,D,4,M,11,M
42367458,20200801,NaN,25,G,6,D,5,D,28,D,18,M,2,M,22,D,8,D,13,F,10,M,16,M,NaN,21,G,25,M,15,D,5,M,6,M,17,M,18,F,10,M,2,D,14,D,22,D
42367461,20200801,NaN,1,G,27,D,14,F,45,F,6,D,5,D,16,M,24,M,41,M,8,M,20,D,NaN,31,G,10,F,2,D,5,D,16,M,3,D,14,F,22,M,18,D,30,F,6,M
42368145,20200802,NaN,1,G,14,M,8,M,31,M,32,D,27,M,18,M,10,M,4,F,3,D,7,F,NaN,18,G,5,M,11,F,49,F,6,M,4,D,22,D,33,D,8,M,24,D,25,M
42376503,20200808,NaN,1,G,26,D,3,D,44,F,8,M,25,F,10,F,23,D,4,D,15,M,16,F,NaN,1,G,27,D,29,M,14,F,45,F,6,D,4,D,16,M,24,M,39,M,20,D
42376510,20200808,NaN,31,G,10,F,2,D,5,D,16,M,3,D,14,F,22,M,18,D,30,F,6,M,NaN,1,G,14,M,8,M,9,F,31,M,27,M,18,M,10,M,4,F,3,D,7,F
42376519,20200808,NaN,31,G,14,D,6,M,8,M,39,D,41,M,15,F,9,F,37,M,28,D,4,M,NaN,18,G,2,M,19,F,41,M,30,M,47,D,28,M,3,D,4,M,22,F,36,M
42376523,20200808,NaN,1,G,19,D,11,F,4,D,3,D,9,F,21,M,8,M,5,D,15,M,33,F,NaN,18,G,23,M,8,M,26,D,37,M,20,D,6,M,19,D,7,M,16,F,3,D
42376529,20200808,NaN,1,G,9,F,11,F,8,M,10,M,18,M,17,D,5,M,2,D,25,M,4,D,NaN,22,G,15,D,41,D,40,M,31,F,16,F,4,M,3,D,11,F,5,D,2,D
42376535,20200808,NaN,18,G,5,M,13,F,49,F,27,M,6,M,4,D,22,D,33,D,8,M,24,D,NaN,27,G,26,D,13,D,45,D,16,M,20,F,4,D,7,M,15,F,36,D,5,M
42376541,20200808,NaN,1,G,27,D,8,M,30,F,5,D,9,F,17,F,18,M,39,M,44,D,25,D,NaN,23,G,4,D,8,M,33,M,7,M,50,D,10,M,14,F,25,D,20,D,18,F
42378177,20200809,NaN,38,G,18,M,23,D,29,M,19,D,44,M,6,M,2,D,8,M,39,F,10,M,NaN,25,G,20,F,6,D,28,D,2,M,22,D,8,D,15,M,9,F,16,M,3,D
42378182,20200809,NaN,21,G,25,M,15,D,5,M,6,M,17,M,20,F,10,M,2,D,14,D,22,D,NaN,13,G,11,F,20,M,4,D,2,D,45,M,31,M,3,D,8,M,9,F,6,D
40069826,20200814,NaN,21,G,25,M,15,D,5,M,6,M,17,M,20,F,10,M,2,D,16,D,22,D,NaN,1,G,5,M,11,F,49,F,27,M,6,M,4,D,22,D,33,D,8,M,24,D
40069828,20200814,NaN,39,G,11,F,10,F,2,D,5,D,16,M,14,F,22,M,18,D,7,M,17,M,NaN,17,G,4,D,8,M,24,D,9,F,27,M,13,D,14,F,25,D,20,D,39,M
40069830,20200814,NaN,21,G,6,M,30,F,5,D,9,F,17,F,44,D,33,D,13,D,26,M,25,D,NaN,25,G,38,D,6,D,23,M,2,M,32,M,19,D,8,D,13,F,11,F,16,M
40765125,20200815,NaN,34,G,5,D,14,M,30,M,31,M,32,D,35,F,27,M,4,F,20,D,11,F,NaN,31,G,7,M,8,M,33,D,39,D,20,M,9,F,37,M,16,D,4,M,11,M
40765127,20200815,NaN,44,G,4,D,8,M,26,D,28,M,37,M,19,D,7,M,13,F,40,M,3,D,NaN,13,G,28,M,15,M,44,M,24,F,37,D,49,D,5,D,8,M,9,F,32,D
40765129,20200815,NaN,1,G,19,D,4,D,3,D,27,D,29,M,8,M,10,M,18,F,15,M,33,F,NaN,1,G,3,M,27,D,14,F,11,F,30,F,5,D,7,M,41,M,8,M,20,D
40765131,20200815,NaN,1,G,27,F,3,D,34,D,44,F,25,F,23,D,4,D,15,M,2,M,16,F,NaN,1,G,11,F,6,M,8,M,41,M,5,M,2,D,19,M,25,M,4,D,13,D
40765133,20200815,NaN,22,G,15,D,40,M,31,F,14,M,4,M,3,D,11,F,5,D,29,D,19,D,NaN,1,G,15,D,33,F,41,M,30,M,16,F,13,D,50,M,6,D,22,F,25,M
40765136,20200815,NaN,1,G,20,F,24,D,23,D,29,M,19,D,6,M,2,D,8,M,25,M,10,M,NaN,24,G,18,M,26,D,13,D,29,F,23,M,7,M,2,D,15,F,36,D,5,M
42386836,20200815,NaN,1,G,5,D,14,M,8,M,35,F,27,M,18,M,10,M,4,F,3,D,7,F,NaN,1,G,9,F,30,F,20,F,6,M,8,M,5,M,22,M,7,D,4,D,13,D
42386916,20200815,NaN,27,G,26,D,13,D,45,D,16,M,20,F,4,D,7,M,15,F,36,D,5,M,NaN,31,G,10,F,2,D,5,D,16,M,3,D,14,F,22,M,15,D,30,F,6,M
42386972,20200815,NaN,44,G,9,F,8,M,26,D,37,M,20,D,6,M,19,D,7,M,16,F,3,D,NaN,25,G,6,D,5,D,23,M,28,D,18,M,2,M,22,D,8,D,13,F,9,F
42387005,20200815,NaN,22,G,40,M,31,F,27,F,18,F,4,M,3,D,11,F,5,D,29,D,2,D,NaN,1,G,6,M,8,M,5,D,9,F,17,F,44,D,45,F,13,D,38,F,25,D
42387048,20200815,NaN,13,G,11,F,20,M,4,D,NaN,D,45,M,31,M,3,D,8,M,9,F,6,D,NaN,1,G,26,D,3,D,44,F,8,M,25,F,10,F,23,D,4,D,15,M,16,F
42387107,20200815,NaN,23,G,4,D,8,M,33,M,7,M,3,D,6,D,10,M,14,F,20,D,18,F,NaN,21,G,25,M,15,D,5,M,6,M,17,M,20,F,10,M,2,D,14,D,22,D
42387156,20200815,NaN,1,G,15,D,33,F,41,M,30,M,16,F,13,D,50,M,6,D,22,F,25,M,NaN,1,G,19,D,4,D,3,D,27,D,29,M,8,M,10,M,18,F,15,M,33,F
42387203,20200815,NaN,1,G,3,M,27,D,29,M,45,F,9,F,5,D,24,M,41,M,8,M,20,D,NaN,38,G,18,M,23,D,29,M,19,D,44,M,6,M,2,D,8,M,39,F,10,M
42389403,20200816,NaN,38,G,14,D,8,M,33,D,39,D,25,M,20,M,9,F,22,D,4,M,11,M,NaN,18,G,5,M,49,F,27,M,41,M,4,D,22,D,33,D,8,M,24,D,25,M
69384317,20200819,NaN,1,G,11,F,4,D,3,D,27,D,21,M,8,M,5,D,15,M,39,F,33,F,NaN,1,G,3,M,27,D,45,F,9,F,5,D,16,M,7,M,41,M,8,M,20,D
69384322,20200819,NaN,1,G,11,F,30,F,8,M,10,M,41,M,5,M,2,D,25,M,4,D,13,D,NaN,21,G,25,M,15,D,5,M,13,F,17,M,20,F,10,M,2,D,14,D,22,D
69384325,20200819,NaN,38,G,9,F,18,M,23,D,29,M,19,D,6,M,2,D,8,M,25,M,10,M,NaN,13,G,11,F,20,M,4,D,45,M,31,M,37,D,3,D,8,M,9,F,6,D
69384328,20200819,NaN,31,G,10,F,2,D,5,D,16,M,3,D,21,D,14,F,22,M,30,F,6,M,NaN,1,G,19,D,27,D,8,M,37,F,9,F,33,D,13,D,23,F,16,D,38,F
69384331,20200819,NaN,25,G,20,F,6,D,5,D,2,M,22,D,8,D,13,F,10,M,16,M,3,D,NaN,1,G,27,F,3,D,44,F,8,M,36,D,23,D,17,F,4,D,15,M,16,F
69384334,20200819,NaN,18,G,5,M,49,F,27,M,41,M,6,M,4,D,8,M,24,D,44,D,25,M,NaN,23,G,4,D,8,M,33,M,7,M,3,D,6,D,10,M,14,F,20,D,18,F
69384337,20200819,NaN,44,G,9,F,8,M,26,D,37,M,20,D,6,M,19,D,7,M,16,F,3,D,NaN,38,G,14,D,7,M,8,M,3,D,20,M,9,F,37,M,28,D,4,M,11,M
69384341,20200819,NaN,1,G,5,D,14,M,8,M,32,D,27,M,18,M,10,M,4,F,3,D,7,F,NaN,22,G,7,M,40,M,31,F,27,F,18,F,4,M,3,D,5,D,29,D,2,D
69384346,20200819,NaN,24,G,18,M,26,D,13,D,29,F,23,M,7,M,2,D,15,F,36,D,5,M,NaN,1,G,15,D,33,F,41,M,30,M,16,F,13,D,50,M,6,D,22,F,25,M
129166,20200822,NaN,31,G,10,F,2,D,5,D,16,M,3,D,14,F,22,M,15,D,30,F,6,M,NaN,18,G,23,M,8,M,26,D,37,M,20,D,19,D,7,M,16,F,3,D,30,M
41357872,20200822,NaN,1,G,5,M,11,F,49,F,27,M,6,M,4,D,22,D,33,D,8,M,24,D,NaN,34,G,5,D,14,M,30,M,31,M,32,D,35,F,27,M,4,F,20,D,11,F
41357874,20200822,NaN,1,G,15,D,33,F,41,M,30,M,16,F,13,D,50,M,6,D,22,F,25,M,NaN,44,G,4,D,8,M,26,D,28,M,37,M,19,D,7,M,13,F,40,M,3,D
41357877,20200822,NaN,22,G,15,D,40,M,31,F,14,M,4,M,3,D,11,F,5,D,29,D,19,D,NaN,1,G,3,M,27,D,14,F,11,F,30,F,5,D,7,M,41,M,8,M,20,D
41357879,20200822,NaN,21,G,6,M,30,F,5,D,9,F,17,F,44,D,33,D,13,D,26,M,25,D,NaN,21,G,25,M,15,D,5,M,6,M,17,M,20,F,10,M,2,D,16,D,22,D
132037,20200823,NaN,1,G,26,D,3,D,44,F,8,M,25,F,10,F,23,D,4,D,15,M,16,F,NaN,1,G,9,F,6,M,8,M,18,M,41,M,5,M,22,M,7,D,4,D,13,D
132038,20200823,NaN,1,G,15,D,33,F,41,M,30,M,16,F,13,D,50,M,6,D,22,F,25,M,NaN,34,G,5,D,14,M,30,M,31,M,32,D,35,F,27,M,4,F,20,D,11,F
132039,20200823,NaN,21,G,25,M,15,D,5,M,6,M,17,M,20,F,10,M,2,D,14,D,22,D,NaN,27,G,26,D,13,D,45,D,16,M,20,F,4,D,7,M,15,F,36,D,5,M
132040,20200823,NaN,33,G,11,F,44,M,20,M,4,D,22,D,31,M,3,D,9,F,7,M,6,D,NaN,25,G,20,F,6,D,4,D,2,M,22,D,8,D,13,F,10,M,16,M,3,D
132041,20200823,NaN,31,G,5,D,7,M,8,M,33,D,39,D,20,M,9,F,22,D,4,M,11,M,NaN,1,G,19,D,14,M,3,D,21,M,8,M,10,M,18,F,5,D,15,M,33,F
132042,20200823,NaN,22,G,7,M,40,M,31,F,16,F,18,F,4,M,3,D,5,D,29,D,2,D,NaN,23,G,4,D,8,M,33,M,7,M,3,D,6,D,10,M,22,M,14,F,20,D
132043,20200823,NaN,1,G,27,D,29,M,45,F,9,F,6,D,5,D,16,M,7,M,41,M,20,D,NaN,1,G,13,F,9,F,11,F,38,F,17,D,6,M,22,D,33,D,14,M,19,M
