match_id,season,HTF,HP1N,HP1P,HP2N,HP2P,HP3N,HP3P,HP4N,HP4P,HP5N,HP5P,HP6N,HP6P,HP7N,HP7P,HP8N,HP8P,HP9N,HP9P,HP10N,HP10P,HP11N,HP11P,ATF,AP1N,AP1P,AP2N,AP2P,AP3N,AP3P,AP4N,AP4P,AP5N,AP5P,AP6N,AP6P,AP7N,AP7P,AP8N,AP8P,AP9N,AP9P,AP10N,AP10P,AP11N,AP11P
1324033,20201004,NaN,1,G,3,M,27,D,14,F,11,F,30,F,5,D,7,M,41,M,8,M,20,D,NaN,1,G,27,F,3,D,34,D,44,F,25,F,23,D,4,D,15,M,2,M,16,F
1325678,20201007,NaN,18,G,2,M,19,F,41,M,30,M,28,M,7,F,4,M,50,M,6,D,22,F,NaN,1,G,14,M,4,D,9,F,27,D,21,M,10,M,17,D,15,M,39,F,13,D
1326261,20201010,NaN,33,G,15,M,20,M,45,M,31,M,37,D,3,D,9,F,7,M,32,D,6,D,NaN,1,G,19,D,14,M,3,D,9,F,27,D,29,M,10,M,18,F,15,M,33,F
1326262,20201010,NaN,34,G,5,D,14,M,30,M,32,D,27,M,10,M,4,F,20,D,11,F,7,F,NaN,25,G,38,D,6,D,18,M,2,M,32,M,19,D,29,M,8,D,11,F,16,M
1326263,20201010,NaN,1,G,27,F,3,D,34,D,44,F,25,F,23,D,4,D,15,M,2,M,16,F,NaN,21,G,15,D,5,M,6,M,17,M,20,F,10,M,8,F,2,D,16,D,22,D
1326264,20201010,NaN,1,G,11,F,10,F,5,D,28,M,16,M,37,M,22,M,18,D,7,M,17,M,NaN,1,G,20,F,24,D,23,D,26,M,19,D,2,D,8,M,30,M,25,M,10,M
1326265,20201010,NaN,17,G,4,D,8,M,24,D,9,F,27,M,10,M,14,F,25,D,20,D,39,M,NaN,1,G,5,M,11,F,49,F,27,M,6,M,4,D,22,D,8,M,24,D,25,M
1326266,20201010,NaN,31,G,14,D,7,M,8,M,33,D,39,D,20,M,9,F,37,M,4,M,11,M,NaN,44,G,4,D,26,D,28,M,37,M,19,D,7,M,13,F,16,F,3,D,30,M
1326267,20201010,NaN,21,G,27,D,8,M,37,F,5,D,43,F,39,M,44,D,33,D,45,F,15,D,NaN,22,G,40,M,31,F,8,M,10,M,4,M,3,D,11,F,5,D,29,D,19,D
1326268,20201010,NaN,1,G,11,F,34,M,30,F,10,M,18,M,14,M,17,D,5,M,25,M,7,D,NaN,27,G,42,F,18,M,43,D,29,F,23,M,37,M,7,M,2,D,36,D,5,M
1326269,20201010,NaN,18,G,2,M,20,F,33,F,41,M,30,M,31,D,28,M,50,M,6,D,22,F,NaN,1,G,3,M,27,D,11,F,31,D,9,F,30,F,10,M,5,D,41,M,8,M
1326768,20201014,NaN,18,G,2,M,9,M,15,D,33,F,41,M,23,M,28,M,7,F,4,M,6,D,NaN,31,G,14,D,6,M,26,M,39,D,41,M,20,M,9,F,37,M,28,D,11,M
1326769,20201014,NaN,28,G,13,F,9,F,3,D,38,F,17,D,41,M,14,M,19,M,44,D,23,D,NaN,22,G,9,F,15,D,40,M,16,F,10,M,4,M,3,D,11,F,5,D,29,D
1326770,20201014,NaN,1,G,24,D,23,D,29,M,19,D,6,M,2,D,8,M,25,M,39,F,10,M,NaN,1,G,9,F,34,M,6,M,8,M,41,M,2,D,19,M,25,M,4,D,13,D
1326771,20201014,NaN,17,G,4,D,8,M,24,D,9,F,27,M,10,M,14,F,25,D,20,D,39,M,NaN,1,G,3,M,27,D,11,F,31,D,9,F,30,F,5,D,7,M,24,M,8,M
1326772,20201014,NaN,1,G,19,D,14,M,3,D,27,D,29,M,8,M,10,M,18,F,15,M,33,F,NaN,21,G,6,M,37,F,5,D,9,F,17,F,44,D,33,D,26,M,15,D,25,D
1326773,20201014,NaN,33,G,27,F,11,F,22,D,31,M,3,D,8,M,9,F,7,M,32,D,6,D,NaN,31,G,11,F,10,F,5,D,28,M,16,M,37,M,21,D,22,M,7,M,30,F
1326774,20201014,NaN,27,G,42,F,18,M,13,D,43,D,29,F,7,M,2,D,8,M,36,D,5,M,NaN,44,G,4,D,23,M,28,M,37,M,19,D,7,M,13,F,14,M,3,D,30,M
1326775,20201014,NaN,21,G,25,M,5,M,6,M,17,M,20,F,10,M,14,D,16,D,22,D,3,D,NaN,25,G,38,D,6,D,23,M,28,D,4,D,2,M,32,M,8,D,13,F,11,F
1326776,20201014,NaN,1,G,26,D,11,M,3,D,34,D,25,F,17,F,4,D,15,M,2,M,16,F,NaN,34,G,5,D,14,M,30,M,32,D,27,M,10,M,4,F,20,D,11,F,7,F
1326777,20201017,NaN,21,G,25,M,5,M,6,M,17,M,20,F,10,M,14,D,16,D,22,D,3,D,NaN,21,G,6,M,37,F,5,D,9,F,17,F,44,D,33,D,26,M,15,D,25,D
41358054,20201017,NaN,1,G,19,D,14,M,3,D,27,D,29,M,8,M,10,M,18,F,15,M,33,F,NaN,28,G,13,F,9,F,3,D,38,F,17,D,41,M,14,M,19,M,44,D,23,D
41358060,20201017,NaN,18,G,2,M,9,M,15,D,33,F,41,M,23,M,28,M,7,F,4,M,6,D,NaN,27,G,42,F,18,M,13,D,43,D,29,F,7,M,2,D,8,M,36,D,5,M
41358063,20201017,NaN,1,G,24,D,23,D,29,M,19,D,6,M,2,D,8,M,25,M,39,F,10,M,NaN,34,G,5,D,14,M,30,M,32,D,27,M,10,M,4,F,20,D,11,F,7,F
41358067,20201017,NaN,25,G,38,D,6,D,23,M,28,D,4,D,2,M,32,M,8,D,13,F,11,F,NaN,17,G,4,D,8,M,24,D,9,F,27,M,10,M,14,F,25,D,20,D,39,M
41358073,20201017,NaN,31,G,11,F,10,F,5,D,28,M,16,M,37,M,21,D,22,M,7,M,30,F,NaN,21,G,25,M,5,M,6,M,17,M,20,F,10,M,14,D,16,D,22,D,3,D
41358080,20201017,NaN,44,G,4,D,23,M,28,M,37,M,19,D,7,M,13,F,14,M,3,D,30,M,NaN,22,G,9,F,15,D,40,M,16,F,10,M,4,M,3,D,11,F,5,D,29,D
41358084,20201017,NaN,1,G,9,F,34,M,6,M,8,M,41,M,2,D,19,M,25,M,4,D,13,D,NaN,31,G,14,D,6,M,26,M,39,D,41,M,20,M,9,F,37,M,28,D,11,M
41358088,20201017,NaN,33,G,27,F,11,F,22,D,31,M,3,D,8,M,9,F,7,M,32,D,6,D,NaN,1,G,26,D,11,M,3,D,34,D,25,F,17,F,4,D,15,M,2,M,16,F
41358094,20201017,NaN,1,G,3,M,27,D,11,F,31,D,9,F,30,F,5,D,7,M,24,M,8,M,NaN,21,G,6,M,37,F,5,D,9,F,17,F,44,D,33,D,26,M,15,D,25,D
1326778,20201018,NaN,34,G,5,D,14,M,30,M,32,D,27,M,10,M,4,F,20,D,11,F,7,F,NaN,31,G,14,D,6,M,26,M,39,D,41,M,20,M,9,F,37,M,28,D,11,M
1326779,20201018,NaN,44,G,4,D,23,M,28,M,37,M,19,D,7,M,13,F,14,M,3,D,30,M,NaN,33,G,27,F,11,F,22,D,31,M,3,D,8,M,9,F,7,M,32,D,6,D
1326780,20201018,NaN,22,G,9,F,15,D,40,M,16,F,10,M,4,M,3,D,11,F,5,D,29,D,NaN,1,G,19,D,14,M,3,D,27,D,29,M,8,M,10,M,18,F,15,M,33,F
1326781,20201018,NaN,31,G,11,F,10,F,5,D,28,M,16,M,37,M,21,D,22,M,7,M,30,F,NaN,18,G,2,M,9,M,15,D,33,F,41,M,23,M,28,M,7,F,4,M,6,D
1326782,20201018,NaN,25,G,6,D,23,M,4,D,2,M,32,M,26,D,19,D,8,D,13,F,11,F,NaN,17,G,8,M,33,M,9,F,27,M,50,D,10,M,13,D,14,F,25,D,20,D
1326783,20201018,NaN,1,G,3,M,27,D,11,F,31,D,9,F,30,F,5,D,7,M,24,M,8,M,NaN,27,G,42,F,18,M,13,D,43,D,29,F,7,M,2,D,8,M,36,D,5,M
1326784,20201018,NaN,1,G,24,D,23,D,29,M,19,D,6,M,2,D,8,M,25,M,39,F,10,M,NaN,28,G,13,F,9,F,3,D,38,F,17,D,41,M,14,M,19,M,44,D,23,D
1326785,20201018,NaN,1,G,9,F,6,M,18,M,41,M,14,M,5,M,2,D,25,M,4,D,13,D,NaN,1,G,26,D,11,M,3,D,34,D,44,F,25,F,4,D,15,M,2,M,16,F
1326786,20201021,NaN,25,G,38,D,6,D,4,D,18,M,2,M,26,D,8,D,13,F,11,F,16,M,NaN,1,G,2,M,9,M,38,M,33,F,41,M,30,M,16,F,31,D,28,M,7,F
1326863,20201021,NaN,1,G,5,M,9,F,11,F,17,D,22,D,8,M,21,F,14,M,19,M,25,M,NaN,31,G,14,D,7,M,8,M,36,F,39,D,20,M,37,M,28,D,4,M,11,M
1326867,20201021,NaN,1,G,27,D,30,F,43,F,18,M,39,M,44,D,33,D,26,M,15,D,25,D,NaN,1,G,11,M,3,D,44,F,36,D,25,F,6,D,4,D,15,M,2,M,16,F
1326787,20201024,NaN,34,G,5,D,14,M,30,M,31,M,32,D,27,M,10,M,4,F,20,D,7,F,NaN,44,G,9,F,4,D,23,M,28,M,19,D,7,M,13,F,14,M,3,D,30,M
1326788,20201024,NaN,1,G,11,M,3,D,44,F,36,D,25,F,6,D,4,D,15,M,2,M,16,F,NaN,27,G,18,M,14,M,9,M,30,M,43,D,29,F,23,M,3,M,36,D,5,M
1326789,20201024,NaN,31,G,14,D,7,M,8,M,36,F,39,D,20,M,37,M,28,D,4,M,11,M,NaN,1,G,14,F,24,D,23,D,19,D,7,M,2,D,8,M,25,M,39,F,10,M
1326790,20201024,NaN,1,G,19,D,14,M,9,F,27,D,29,M,8,M,10,M,15,M,39,F,13,D,NaN,17,G,8,M,33,M,9,F,27,M,50,D,10,M,13,D,14,F,25,D,20,D
1326791,20201024,NaN,1,G,3,M,27,D,11,F,31,D,9,F,30,F,5,D,7,M,24,M,8,M,NaN,21,G,25,M,15,D,6,M,17,M,20,F,10,M,14,D,16,D,22,D,3,D
1326822,20201024,NaN,33,G,27,F,11,F,45,M,31,M,37,D,3,D,8,M,9,F,32,D,6,D,NaN,1,G,27,D,30,F,43,F,18,M,39,M,44,D,33,D,26,M,15,D,25,D
1326792,20201025,NaN,1,G,2,M,9,M,38,M,33,F,41,M,30,M,16,F,31,D,28,M,7,F,NaN,25,G,38,D,6,D,4,D,18,M,2,M,26,D,8,D,13,F,11,F,16,M
1326836,20201028,NaN,33,G,27,F,11,F,45,M,31,M,37,D,3,D,8,M,9,F,32,D,6,D,NaN,17,G,8,M,33,M,9,F,27,M,50,D,10,M,13,D,14,F,25,D,20,D
1326838,20201028,NaN,27,G,18,M,14,M,9,M,30,M,43,D,29,F,23,M,3,M,36,D,5,M,NaN,1,G,5,M,9,F,11,F,17,D,22,D,8,M,21,F,14,M,19,M,25,M
1326855,20201028,NaN,1,G,14,F,24,D,23,D,19,D,7,M,2,D,8,M,25,M,39,F,10,M,NaN,1,G,27,D,30,F,43,F,18,M,39,M,44,D,33,D,26,M,15,D,25,D
1326793,20201031,NaN,27,G,18,M,14,M,9,M,30,M,43,D,29,F,23,M,3,M,36,D,5,M,NaN,1,G,14,F,24,D,23,D,19,D,7,M,2,D,8,M,25,M,39,F,10,M
1326794,20201031,NaN,22,G,7,M,40,M,49,D,27,F,18,F,3,D,11,F,5,D,29,D,19,D,NaN,1,G,3,M,27,D,11,F,31,D,9,F,30,F,5,D,7,M,24,M,8,M
1326795,20201031,NaN,25,G,38,D,6,D,4,D,18,M,2,M,26,D,8,D,13,F,11,F,16,M,NaN,44,G,9,F,4,D,23,M,28,M,19,D,7,M,13,F,14,M,3,D,30,M
1326796,20201031,NaN,17,G,8,M,33,M,9,F,27,M,50,D,10,M,13,D,14,F,25,D,20,D,NaN,31,G,11,F,10,F,2,D,5,D,28,M,16,M,37,M,3,D,14,F,22,M
1326797,20201031,NaN,31,G,14,D,7,M,8,M,36,F,39,D,20,M,37,M,28,D,4,M,11,M,NaN,1,G,11,M,3,D,44,F,36,D,25,F,6,D,4,D,15,M,2,M,16,F
1326798,20201031,NaN,1,G,19,D,14,M,9,F,27,D,29,M,8,M,10,M,15,M,39,F,13,D,NaN,34,G,5,D,14,M,30,M,31,M,32,D,27,M,10,M,4,F,20,D,7,F
41358098,20201031,NaN,1,G,19,D,14,M,9,F,27,D,29,M,8,M,10,M,15,M,39,F,13,D,NaN,1,G,11,M,3,D,44,F,36,D,25,F,6,D,4,D,15,M,2,M,16,F
41358102,20201031,NaN,22,G,7,M,40,M,49,D,27,F,18,F,3,D,11,F,5,D,29,D,19,D,NaN,17,G,8,M,33,M,9,F,27,M,50,D,10,M,13,D,14,F,25,D,20,D
41358106,20201031,NaN,21,G,25,M,15,D,6,M,17,M,20,F,10,M,14,D,16,D,22,D,3,D,NaN,1,G,14,F,24,D,23,D,19,D,7,M,2,D,8,M,25,M,39,F,10,M
41358112,20201031,NaN,1,G,5,M,9,F,11,F,17,D,22,D,8,M,21,F,14,M,19,M,25,M,NaN,1,G,2,M,9,M,38,M,33,F,41,M,30,M,16,F,31,D,28,M,7,F
41358117,20201031,NaN,25,G,38,D,6,D,4,D,18,M,2,M,26,D,8,D,13,F,11,F,16,M,NaN,31,G,11,F,10,F,2,D,5,D,28,M,16,M,37,M,3,D,14,F,22,M
41358121,20201031,NaN,1,G,9,F,6,M,18,M,41,M,14,M,5,M,2,D,25,M,4,D,13,D,NaN,1,G,3,M,27,D,11,F,31,D,9,F,30,F,5,D,7,M,24,M,8,M
41358126,20201031,NaN,31,G,14,D,7,M,8,M,36,F,39,D,20,M,37,M,28,D,4,M,11,M,NaN,44,G,9,F,4,D,23,M,28,M,19,D,7,M,13,F,14,M,3,D,30,M
41358129,20201031,NaN,27,G,18,M,14,M,9,M,30,M,43,D,29,F,23,M,3,M,36,D,5,M,NaN,33,G,27,F,11,F,45,M,31,M,37,D,3,D,8,M,9,F,32,D,6,D
41358133,20201031,NaN,1,G,27,D,30,F,43,F,18,M,39,M,44,D,33,D,26,M,15,D,25,D,NaN,34,G,5,D,14,M,30,M,31,M,32,D,27,M,10,M,4,F,20,D,7,F
1326799,20201103,NaN,27,G,18,M,14,M,9,M,30,M,43,D,29,F,23,M,3,M,36,D,5,M,NaN,17,G,8,M,33,M,9,F,27,M,50,D,10,M,13,D,14,F,25,D,20,D
1326800,20201103,NaN,1,G,9,F,6,M,18,M,41,M,14,M,5,M,2,D,25,M,4,D,13,D,NaN,34,G,5,D,14,M,30,M,31,M,32,D,27,M,10,M,4,F,20,D,7,F
1326801,20201103,NaN,1,G,2,M,9,M,38,M,33,F,41,M,30,M,16,F,31,D,28,M,7,F,NaN,1,G,11,M,3,D,44,F,36,D,25,F,6,D,4,D,15,M,2,M,16,F
1326802,20201103,NaN,1,G,14,F,24,D,23,D,19,D,7,M,2,D,8,M,25,M,39,F,10,M,NaN,1,G,3,M,27,D,11,F,31,D,9,F,30,F,5,D,7,M,24,M,8,M
1326803,20201103,NaN,21,G,25,M,15,D,6,M,17,M,20,F,10,M,14,D,16,D,22,D,3,D,NaN,1,G,19,D,14,M,9,F,27,D,29,M,8,M,10,M,15,M,39,F,13,D
1326804,20201103,NaN,31,G,11,F,10,F,2,D,5,D,28,M,16,M,37,M,3,D,14,F,22,M,NaN,1,G,5,M,9,F,11,F,17,D,22,D,8,M,21,F,14,M,19,M,25,M
1326805,20201103,NaN,25,G,38,D,6,D,4,D,18,M,2,M,26,D,8,D,13,F,11,F,16,M,NaN,1,G,27,D,30,F,43,F,18,M,39,M,44,D,33,D,26,M,15,D,25,D
1326806,20201103,NaN,44,G,9,F,4,D,23,M,28,M,19,D,7,M,13,F,14,M,3,D,30,M,NaN,22,G,7,M,40,M,49,D,27,F,18,F,3,D,11,F,5,D,29,D,19,D
41358138,20201107,NaN,31,G,11,F,10,F,2,D,5,D,28,M,16,M,37,M,3,D,14,F,22,M,NaN,1,G,2,M,9,M,38,M,33,F,41,M,30,M,16,F,31,D,28,M,7,F
41358143,20201107,NaN,1,G,14,F,24,D,23,D,19,D,7,M,2,D,8,M,25,M,39,F,10,M,NaN,1,G,5,M,9,F,11,F,17,D,22,D,8,M,21,F,14,M,19,M,25,M
41358148,20201107,NaN,1,G,11,M,3,D,44,F,36,D,25,F,6,D,4,D,15,M,2,M,16,F,NaN,1,G,27,D,30,F,43,F,18,M,39,M,44,D,33,D,26,M,15,D,25,D
41358153,20201107,NaN,34,G,5,D,14,M,30,M,31,M,32,D,27,M,10,M,4,F,20,D,7,F,NaN,22,G,7,M,40,M,49,D,27,F,18,F,3,D,11,F,5,D,29,D,19,D
41358162,20201107,NaN,44,G,9,F,4,D,23,M,28,M,19,D,7,M,13,F,14,M,3,D,30,M,NaN,1,G,9,F,6,M,18,M,41,M,14,M,5,M,2,D,25,M,4,D,13,D
41358171,20201107,NaN,17,G,8,M,33,M,9,F,27,M,50,D,10,M,13,D,14,F,25,D,20,D,NaN,27,G,18,M,14,M,9,M,30,M,43,D,29,F,23,M,3,M,36,D,5,M
41358175,20201107,NaN,1,G,3,M,27,D,11,F,31,D,9,F,30,F,5,D,7,M,24,M,8,M,NaN,25,G,38,D,6,D,4,D,18,M,2,M,26,D,8,D,13,F,11,F,16,M
41358179,20201107,NaN,33,G,27,F,11,F,45,M,31,M,37,D,3,D,8,M,9,F,32,D,6,D,NaN,21,G,25,M,15,D,6,M,17,M,20,F,10,M,14,D,16,D,22,D,3,D
41358186,20201107,NaN,31,G,14,D,7,M,8,M,36,F,39,D,20,M,37,M,28,D,4,M,11,M,NaN,1,G,19,D,14,M,9,F,27,D,29,M,8,M,10,M,15,M,39,F,13,D
1326807,20201108,NaN,27,G,18,M,14,M,9,M,30,M,43,D,29,F,23,M,3,M,36,D,5,M,NaN,1,G,2,M,9,M,38,M,33,F,41,M,30,M,16,F,31,D,28,M,7,F
1326808,20201111,NaN,1,G,9,F,6,M,18,M,41,M,14,M,5,M,2,D,25,M,4,D,13,D,NaN,33,G,27,F,11,F,45,M,31,M,37,D,3,D,8,M,9,F,32,D,6,D
1326809,20201111,NaN,1,G,14,F,24,D,23,D,19,D,7,M,2,D,8,M,25,M,39,F,10,M,NaN,1,G,11,M,3,D,44,F,36,D,25,F,6,D,4,D,15,M,2,M,16,F
1326810,20201114,NaN,1,G,11,M,3,D,44,F,36,D,25,F,6,D,4,D,15,M,2,M,16,F,NaN,33,G,27,F,11,F,45,M,31,M,37,D,3,D,8,M,9,F,32,D,6,D
1326811,20201114,NaN,34,G,5,D,14,M,30,M,31,M,32,D,27,M,10,M,4,F,20,D,7,F,NaN,1,G,2,M,9,M,38,M,33,F,41,M,30,M,16,F,31,D,28,M,7,F
1326812,20201114,NaN,1,G,14,F,24,D,23,D,19,D,7,M,2,D,8,M,25,M,39,F,10,M,NaN,44,G,9,F,4,D,23,M,28,M,19,D,7,M,13,F,14,M,3,D,30,M
1326813,20201114,NaN,1,G,5,M,9,F,11,F,17,D,22,D,8,M,21,F,14,M,19,M,25,M,NaN,25,G,38,D,6,D,4,D,18,M,2,M,26,D,8,D,13,F,11,F,16,M
1326814,20201114,NaN,1,G,19,D,14,M,9,F,27,D,29,M,8,M,10,M,15,M,39,F,13,D,NaN,27,G,18,M,14,M,9,M,30,M,43,D,29,F,23,M,3,M,36,D,5,M
1326815,20201114,NaN,31,G,11,F,10,F,2,D,5,D,28,M,16,M,37,M,3,D,14,F,22,M,NaN,21,G,25,M,15,D,6,M,17,M,20,F,10,M,14,D,16,D,22,D,3,D
1326816,20201114,NaN,1,G,27,D,30,F,43,F,18,M,39,M,44,D,33,D,26,M,15,D,25,D,NaN,1,G,3,M,27,D,11,F,31,D,9,F,30,F,5,D,7,M,24,M,8,M
1326817,20201114,NaN,31,G,14,D,7,M,8,M,36,F,39,D,20,M,37,M,28,D,4,M,11,M,NaN,1,G,9,F,6,M,18,M,41,M,14,M,5,M,2,D,25,M,4,D,13,D
1326818,20201114,NaN,17,G,8,M,33,M,9,F,27,M,50,D,10,M,13,D,14,F,25,D,20,D,NaN,22,G,7,M,40,M,49,D,27,F,18,F,3,D,11,F,5,D,29,D,19,D
1326819,20201121,NaN,44,G,9,F,4,D,23,M,28,M,19,D,7,M,13,F,14,M,3,D,30,M,NaN,1,G,5,M,9,F,11,F,17,D,22,D,8,M,21,F,14,M,19,M,25,M
1326820,20201121,NaN,27,G,18,M,14,M,9,M,30,M,43,D,29,F,23,M,3,M,36,D,5,M,NaN,31,G,14,D,7,M,8,M,36,F,39,D,20,M,37,M,28,D,4,M,11,M
1326821,20201121,NaN,34,G,5,D,14,M,30,M,31,M,32,D,27,M,10,M,4,F,20,D,7,F,NaN,31,G,11,F,10,F,2,D,5,D,28,M,16,M,37,M,3,D,14,F,22,M
1326823,20201121,NaN,1,G,3,M,27,D,11,F,31,D,9,F,30,F,5,D,7,M,24,M,8,M,NaN,1,G,19,D,14,M,9,F,27,D,29,M,8,M,10,M,15,M,39,F,13,D
1326824,20201121,NaN,1,G,11,M,3,D,44,F,36,D,25,F,6,D,4,D,15,M,2,M,16,F,NaN,25,G,38,D,6,D,4,D,18,M,2,M,26,D,8,D,13,F,11,F,16,M
1326825,20201121,NaN,21,G,25,M,15,D,6,M,17,M,20,F,10,M,14,D,16,D,22,D,3,D,NaN,1,G,14,F,24,D,23,D,19,D,7,M,2,D,8,M,25,M,39,F,10,M
1326826,20201121,NaN,22,G,7,M,40,M,49,D,27,F,18,F,3,D,11,F,5,D,29,D,19,D,NaN,1,G,9,F,6,M,18,M,41,M,14,M,5,M,2,D,25,M,4,D,13,D
1326827,20201121,NaN,17,G,8,M,33,M,9,F,27,M,50,D,10,M,13,D,14,F,25,D,20,D,NaN,1,G,2,M,9,M,38,M,33,F,41,M,30,M,16,F,31,D,28,M,7,F
41358200,20201121,NaN,1,G,19,D,14,M,9,F,27,D,29,M,8,M,10,M,15,M,39,F,13,D,NaN,25,G,38,D,6,D,4,D,18,M,2,M,26,D,8,D,13,F,11,F,16,M
41358205,20201121,NaN,22,G,7,M,40,M,49,D,27,F,18,F,3,D,11,F,5,D,29,D,19,D,NaN,27,G,18,M,14,M,9,M,30,M,43,D,29,F,23,M,3,M,36,D,5,M
41358212,20201121,NaN,21,G,25,M,15,D,6,M,17,M,20,F,10,M,14,D,16,D,22,D,3,D,NaN,17,G,8,M,33,M,9,F,27,M,50,D,10,M,13,D,14,F,25,D,20,D
41358218,20201121,NaN,1,G,2,M,9,M,38,M,33,F,41,M,30,M,16,F,31,D,28,M,7,F,NaN,1,G,11,M,3,D,44,F,36,D,25,F,6,D,4,D,15,M,2,M,16,F
41358224,20201121,NaN,1,G,27,D,30,F,43,F,18,M,39,M,44,D,33,D,26,M,15,D,25,D,NaN,1,G,5,M,9,F,11,F,17,D,22,D,8,M,21,F,14,M,19,M,25,M
41358231,20201121,NaN,33,G,27,F,11,F,45,M,31,M,37,D,3,D,8,M,9,F,32,D,6,D,NaN,31,G,14,D,7,M,8,M,36,F,39,D,20,M,37,M,28,D,4,M,11,M
41358236,20201121,NaN,1,G,3,M,27,D,11,F,31,D,9,F,30,F,5,D,7,M,24,M,8,M,NaN,31,G,11,F,10,F,2,D,5,D,28,M,16,M,37,M,3,D,14,F,22,M
41358241,20201121,NaN,1,G,9,F,6,M,18,M,41,M,14,M,5,M,2,D,25,M,4,D,13,D,NaN,1,G,14,F,24,D,23,D,19,D,7,M,2,D,8,M,25,M,39,F,10,M
41358248,20201121,NaN,34,G,5,D,14,M,30,M,31,M,32,D,27,M,10,M,4,F,20,D,7,F,NaN,44,G,9,F,4,D,23,M,28,M,19,D,7,M,13,F,14,M,3,D,30,M
1326828,20201125,NaN,1,G,9,F,6,M,18,M,41,M,14,M,5,M,2,D,25,M,4,D,13,D,NaN,1,G,19,D,14,M,9,F,27,D,29,M,8,M,10,M,15,M,39,F,13,D
1326829,20201125,NaN,44,G,9,F,4,D,23,M,28,M,19,D,7,M,13,F,14,M,3,D,30,M,NaN,31,G,11,F,10,F,2,D,5,D,28,M,16,M,37,M,3,D,14,F,22,M
1326830,20201125,NaN,25,G,38,D,6,D,4,D,18,M,2,M,26,D,8,D,13,F,11,F,16,M,NaN,1,G,14,F,24,D,23,D,19,D,7,M,2,D,8,M,25,M,39,F,10,M
1326831,20201125,NaN,31,G,14,D,7,M,8,M,36,F,39,D,20,M,37,M,28,D,4,M,11,M,NaN,17,G,8,M,33,M,9,F,27,M,50,D,10,M,13,D,14,F,25,D,20,D
1326832,20201125,NaN,1,G,2,M,9,M,38,M,33,F,41,M,30,M,16,F,31,D,28,M,7,F,NaN,27,G,18,M,14,M,9,M,30,M,43,D,29,F,23,M,3,M,36,D,5,M
1326833,20201125,NaN,22,G,7,M,40,M,49,D,27,F,18,F,3,D,11,F,5,D,29,D,19,D,NaN,21,G,25,M,15,D,6,M,17,M,20,F,10,M,14,D,16,D,22,D,3,D
1326834,20201128,NaN,1,G,19,D,14,M,9,F,27,D,29,M,8,M,10,M,15,M,39,F,13,D,NaN,1,G,2,M,9,M,38,M,33,F,41,M,30,M,16,F,31,D,28,M,7,F
1326835,20201128,NaN,1,G,9,F,6,M,18,M,41,M,14,M,5,M,2,D,25,M,4,D,13,D,NaN,1,G,27,D,30,F,43,F,18,M,39,M,44,D,33,D,26,M,15,D,25,D
1326837,20201128,NaN,31,G,14,D,7,M,8,M,36,F,39,D,20,M,37,M,28,D,4,M,11,M,NaN,1,G,3,M,27,D,11,F,31,D,9,F,30,F,5,D,7,M,24,M,8,M
1326839,20201128,NaN,1,G,11,M,3,D,44,F,36,D,25,F,6,D,4,D,15,M,2,M,16,F,NaN,22,G,7,M,40,M,49,D,27,F,18,F,3,D,11,F,5,D,29,D,19,D
1326840,20201128,NaN,21,G,25,M,15,D,6,M,17,M,20,F,10,M,14,D,16,D,22,D,3,D,NaN,44,G,9,F,4,D,23,M,28,M,19,D,7,M,13,F,14,M,3,D,30,M
1326841,20201128,NaN,1,G,14,F,24,D,23,D,19,D,7,M,2,D,8,M,25,M,39,F,10,M,NaN,34,G,5,D,14,M,30,M,31,M,32,D,27,M,10,M,4,F,20,D,7,F
1326842,20201128,NaN,31,G,11,F,10,F,2,D,5,D,28,M,16,M,37,M,3,D,14,F,22,M,NaN,25,G,38,D,6,D,4,D,18,M,2,M,26,D,8,D,13,F,11,F,16,M
41358253,20201128,NaN,31,G,11,F,10,F,2,D,5,D,28,M,16,M,37,M,3,D,14,F,22,M,NaN,34,G,5,D,14,M,30,M,31,M,32,D,27,M,10,M,4,F,20,D,7,F
41358260,20201128,NaN,1,G,14,F,24,D,23,D,19,D,7,M,2,D,8,M,25,M,39,F,10,M,NaN,1,G,19,D,14,M,9,F,27,D,29,M,8,M,10,M,15,M,39,F,13,D
41358266,20201128,NaN,21,G,25,M,15,D,6,M,17,M,20,F,10,M,14,D,16,D,22,D,3,D,NaN,44,G,9,F,4,D,23,M,28,M,19,D,7,M,13,F,14,M,3,D,30,M
41358272,20201128,NaN,1,G,5,M,9,F,11,F,17,D,22,D,8,M,21,F,14,M,19,M,25,M,NaN,31,G,14,D,7,M,8,M,36,F,39,D,20,M,37,M,28,D,4,M,11,M
41358277,20201128,NaN,25,G,38,D,6,D,4,D,18,M,2,M,26,D,8,D,13,F,11,F,16,M,NaN,1,G,11,M,3,D,44,F,36,D,25,F,6,D,4,D,15,M,2,M,16,F
41358283,20201128,NaN,1,G,9,F,6,M,18,M,41,M,14,M,5,M,2,D,25,M,4,D,13,D,NaN,22,G,7,M,40,M,49,D,27,F,18,F,3,D,11,F,5,D,29,D,19,D
41358289,20201128,NaN,17,G,8,M,33,M,9,F,27,M,50,D,10,M,13,D,14,F,25,D,20,D,NaN,1,G,2,M,9,M,38,M,33,F,41,M,30,M,16,F,31,D,28,M,7,F
