continent,country,league,season,team_name,type,player_id,name,reason,since,expected_return
Europe,Spain,LaLiga,2019,FC Barcelona,injuries,13156,"Umtiti, Samuel",Knee Problems,2020-07-03,?
Europe,Spain,LaLiga,2019,FC Barcelona,injuries,6746,"Griezmann, Antoine",Muscle Injury,2020-07-11,2020-08-01
Europe,Spain,LaLiga,2019,FC Barcelona,injuries,12115,"Todibo, Jean-Clair",Groin Injury,2020-06-07,?
Europe,Spain,LaLiga,2019,FC Barcelona,suspensions,13157,"Busquets, Sergio",Yellow card suspension,2020-02-26,2020-08-08
Europe,Spain,LaLiga,2019,FC Sevilla,?,403,"Vazquez, Franco",,?,?
Europe,Spain,LaLiga,2019,Granada CF,injuries,23973,Quini,Cruciate Ligament Rupture,2019-12-08,2020-07-08
Europe,Spain,LaLiga,2019,RCD Espanyol Barcelona,?,579,"Espinosa, Bernardo",,?,?
Europe,Spain,LaLiga,2019,RCD Espanyol Barcelona,?,23988,Naldo,,?,?
Europe,Spain,LaLiga,2019,RCD Espanyol Barcelona,?,386,"Calero, Fernando",,?,?
Europe,Spain,LaLiga,2019,Real Madrid,injuries,5256,"Modric, Luka",Quarantine,2020-07-08,2020-07-22
Europe,Spain,LaLiga,2019,Real Madrid,suspensions,5263,"Ramos, Sergio",Red card suspension,2020-02-27,2020-08-08
Europe,Spain,LaLiga,2018,Athletic Bilbao,?,517,"Berchiche, Yuri",,?,?
Europe,Spain,LaLiga,2018,Atletico Madrid,injuries,524,"Vrsaljko, Sime",Knee Injury,2020-06-03,?
Europe,Spain,LaLiga,2018,Atletico Madrid,injuries,354,"Hermoso, Mario",Knock,2020-07-03,?
Europe,Spain,LaLiga,2018,CF Valencia,injuries,23817,"Piccini, Cristiano",Fractured Kneecap,2019-08-28,?
Europe,Spain,LaLiga,2018,CF Valencia,injuries,23816,"Garay, Ezequiel",Cruciate Ligament Rupture,2020-02-02,2020-08-02
Europe,Spain,LaLiga,2018,CF Valencia,injuries,10944,"Coquelin, Francis",Muscle Injury,2020-06-19,?
Europe,Spain,LaLiga,2018,CF Villarreal,injuries,23962,"Soriano, Bruno",Leg Injury,2017-07-03,?
Europe,Spain,LaLiga,2018,CF Villarreal,injuries,23966,"Morlanes, Manu",Arch pain,2020-02-02,?
Europe,Spain,LaLiga,2018,FC Barcelona,injuries,20269,"Dembele, Ousmane",Hamstring Injury,2020-02-04,2020-08-04
Europe,Spain,LaLiga,2018,FC Barcelona,injuries,13156,"Umtiti, Samuel",Knee Problems,2020-07-03,?
Europe,Spain,LaLiga,2018,FC Barcelona,injuries,6746,"Griezmann, Antoine",Muscle Injury,2020-07-11,2020-08-01
Europe,Spain,LaLiga,2018,FC Barcelona,injuries,12115,"Todibo, Jean-Clair",Groin Injury,2020-06-07,?
Europe,Spain,LaLiga,2018,FC Barcelona,suspensions,13157,"Busquets, Sergio",Yellow card suspension,2020-02-26,2020-08-08
Europe,Spain,LaLiga,2018,FC Sevilla,?,403,"Vazquez, Franco",,?,?
Europe,Spain,LaLiga,2018,RCD Espanyol Barcelona,?,579,"Espinosa, Bernardo",,?,?
Europe,Spain,LaLiga,2018,RCD Espanyol Barcelona,?,23988,Naldo,,?,?
Europe,Spain,LaLiga,2018,RCD Espanyol Barcelona,?,386,"Calero, Fernando",,?,?
Europe,Spain,LaLiga,2018,Real Madrid,injuries,5256,"Modric, Luka",Quarantine,2020-07-08,2020-07-22
Europe,Spain,LaLiga,2018,Real Madrid,suspensions,5263,"Ramos, Sergio",Red card suspension,2020-02-27,2020-08-08
Europe,Sweden,Allsvenskan,2020,AIK,?,22409,"Mets, Karol",,?,?
Europe,Sweden,Allsvenskan,2020,BK Hacken,injuries,38610,"Yakob, Kevin",Cruciate Ligament Rupture,2019-07-20,?
Europe,Sweden,Allsvenskan,2020,Helsingborgs IF,?,5392,"van den Hurk, Anthony",,?,?
Europe,Sweden,Allsvenskan,2020,IFK Goteborg,injuries,14614,"Calisir, Andre",Unknown Injury,2020-07-06,2020-07-31
Europe,Sweden,Allsvenskan,2020,IK Brage,?,17568,"Hiltunen, Lukas",,?,?
Europe,Sweden,Allsvenskan,2020,IK Sirius FK,?,11137,"Andersson, Elias",,?,?
Europe,Sweden,Allsvenskan,2020,Kalmar FF,suspensions,795,"Ingelsson, Svante",No eligibility,2020-06-30,2020-08-31
Europe,Sweden,Allsvenskan,2020,Malmo FF,injuries,21602,"Bengtsson, Rasmus",Knee Injury,2020-06-12,?
Europe,Sweden,Allsvenskan,2020,Mjallby AIF,?,21883,"Nilsson, Joel",,?,?
Europe,Sweden,Allsvenskan,2020,Orebro SK,?,17618,"Skovgaard, Andreas",,?,?
Europe,Sweden,Allsvenskan,2019,AIK,?,22409,"Mets, Karol",,?,?
Europe,Sweden,Allsvenskan,2019,BK Hacken,injuries,38610,"Yakob, Kevin",Cruciate Ligament Rupture,2019-07-20,?
Europe,Sweden,Allsvenskan,2019,Helsingborgs IF,?,5392,"van den Hurk, Anthony",,?,?
Europe,Sweden,Allsvenskan,2019,IFK Goteborg,injuries,14614,"Calisir, Andre",Unknown Injury,2020-07-06,2020-07-31
Europe,Sweden,Allsvenskan,2019,IK Brage,?,17568,"Hiltunen, Lukas",,?,?
Europe,Sweden,Allsvenskan,2019,IK Sirius FK,?,11137,"Andersson, Elias",,?,?
Europe,Sweden,Allsvenskan,2019,Kalmar FF,suspensions,795,"Ingelsson, Svante",No eligibility,2020-06-30,2020-08-31
Europe,Sweden,Allsvenskan,2019,Malmo FF,injuries,21602,"Bengtsson, Rasmus",Knee Injury,2020-06-12,?
Europe,Sweden,Allsvenskan,2019,Orebro SK,?,17618,"Skovgaard, Andreas",,?,?
North America,Mexico,Liga MX - Apertura,2020,CF America,injuries,102967,"Benedetti, Nicolas",Ruptured knee ligament,2020-02-22,2020-09-15
North America,Mexico,Liga MX - Apertura,2020,CF Monterrey,injuries,93243,"Hurtado, Aviles",Hamstring Injury,2020-07-28,2020-08-11
North America,Mexico,Liga MX - Apertura,2020,CF Pachuca,?,105,Kazim,,?,?
North America,Mexico,Liga MX - Apertura,2020,Cruz Azul,injuries,102861,"Aguilar, Pablo",Sideband tear,2020-02-20,?
North America,Mexico,Liga MX - Apertura,2020,Deportivo Toluca FC,?,151,"Guemez, Javier",,?,?
North America,Mexico,Liga MX - Apertura,2020,Pumas Unam,?,161914,"Zamudio, Alejandro",,?,?
North America,Mexico,Liga MX - Apertura,2019,CF America,injuries,102967,"Benedetti, Nicolas",Ruptured knee ligament,2020-02-22,2020-09-15
North America,Mexico,Liga MX - Apertura,2019,CF Monterrey,injuries,93243,"Hurtado, Aviles",Hamstring Injury,2020-07-28,2020-08-11
North America,Mexico,Liga MX - Apertura,2019,CF Pachuca,?,105,Kazim,,?,?
North America,Mexico,Liga MX - Apertura,2019,Cruz Azul,injuries,102861,"Aguilar, Pablo",Sideband tear,2020-02-20,?
North America,Mexico,Liga MX - Apertura,2019,Deportivo Toluca FC,?,151,"Guemez, Javier",,?,?
North America,Mexico,Liga MX - Apertura,2019,Pumas Unam,?,161914,"Zamudio, Alejandro",,?,?
North America,Mexico,Liga MX - Apertura,2018,CF America,injuries,102967,"Benedetti, Nicolas",Ruptured knee ligament,2020-02-22,2020-09-15
North America,Mexico,Liga MX - Apertura,2018,CF Monterrey,injuries,93243,"Hurtado, Aviles",Hamstring Injury,2020-07-28,2020-08-11
North America,Mexico,Liga MX - Apertura,2018,CF Pachuca,?,105,Kazim,,?,?
North America,Mexico,Liga MX - Apertura,2018,Cruz Azul,injuries,102861,"Aguilar, Pablo",Sideband tear,2020-02-20,?
North America,Mexico,Liga MX - Apertura,2018,Deportivo Toluca FC,?,151,"Guemez, Javier",,?,?
North America,Mexico,Liga MX - Apertura,2018,Pumas Unam,?,161914,"Zamudio, Alejandro",,?,?
North America,USA,MLS,2020,Chicago Fire,injuries,22138,"Stojanovic, Luka",Medial Collateral Ligament Tear,2020-07-21,?
North America,USA,MLS,2020,Colorado Rapids,injuries,91192,"Ford, Kortne",Knee Injury,2019-03-01,?
North America,USA,MLS,2020,Columbus Crew,injuries,7634,"Wormgoor, Vito",Ankle Surgery,2020-07-13,?
North America,USA,MLS,2020,DC United,injuries,26639,"Arriola, Paul",Cruciate Ligament Rupture,2020-02-15,?
North America,USA,MLS,2020,FC Dallas,injuries,26706,"Acosta, Bryan",Appendectomy,2020-02-10,?
North America,USA,MLS,2020,FC Dallas,injuries,91253,"Servania, Brandon",Medial Collateral Ligament Injury,2020-02-13,?
North America,USA,MLS,2020,Houston Dynamo,suspensions,14430,"Ramirez, Christian",special leave,2020-07-13,2020-08-12
North America,USA,MLS,2020,Inter Miami CF,injuries,91330,"Acosta, George",Knee Injury,2020-02-01,?
North America,USA,MLS,2020,Inter Miami CF,injuries,91328,"Ulysse, Denso",Leg Injury,2020-02-01,?
North America,USA,MLS,2020,Inter Miami CF,suspensions,6146,"Gonzalez Pirez, Leandro",No eligibility,2020-07-06,2020-08-12
North America,USA,MLS,2020,Inter Miami CF,suspensions,14169,"Robinson, Robbie",special leave,2020-07-06,2020-08-12
North America,USA,MLS,2020,Los Angeles Galaxy,injuries,26710,"Acosta, Danilo",Cruciate Ligament Rupture,2020-02-18,?
North America,USA,MLS,2020,Los Angeles Galaxy,injuries,17373,"Dos Santos, Jonathan",Groin Surgery,2020-07-01,?
North America,USA,MLS,2020,Montreal Impact,injuries,91194,"Camacho, Rudy",Knee Injury,2020-02-21,?
North America,USA,MLS,2020,Montreal Impact,injuries,20952,"Saba, Steeven Issa",Fractured Foot,2020-05-20,?
North America,USA,MLS,2020,New England Revolution,injuries,91202,"Caicedo, Luis",Meniscal Injury,2020-02-01,?
North America,USA,MLS,2020,Orlando City SC,injuries,91236,"Dwyer, Dom",Knee Problems,2020-07-16,?
North America,USA,MLS,2020,Real Salt Lake,suspensions,13508,"Onuoha, Nedum",special leave,2020-07-08,2020-08-12
North America,USA,MLS,2020,San Jose Earthquakes,injuries,91219,"Fuentes, Gilbert",Collarbone fracture,2020-05-29,?
North America,USA,MLS,2020,Sporting Kansas City,injuries,91280,"Fontas, Andreu",Achilles tendon surgery,2019-10-08,?
North America,USA,MLS,2020,Sporting Kansas City,injuries,91281,"Gutierrez, Felipe",Knee Surgery,2020-06-09,?
North America,USA,MLS,2020,Toronto FC,injuries,15550,"Achara, Ifunanyachi",Ruptured cruciate ligament,2020-07-02,?
North America,USA,MLS,2020,Vancouver Whitecaps FC,suspensions,14553,"Ricketts, Tosaint",special leave,2020-07-08,2020-08-12
North America,USA,MLS,2020,Vancouver Whitecaps FC,suspensions,14546,"Cavallini, Lucas",special leave,2020-07-08,2020-08-12
North America,USA,MLS,2020,Vancouver Whitecaps FC,suspensions,17313,"Mukumbilwa, Georges",special leave,2020-07-08,2020-08-12
North America,USA,MLS,2020,Vancouver Whitecaps FC,suspensions,14548,"Meredith, Bryan",special leave,2020-07-19,2020-08-18
North America,USA,MLS,2019,Chicago Fire,injuries,22138,"Stojanovic, Luka",Medial Collateral Ligament Tear,2020-07-21,?
North America,USA,MLS,2019,Colorado Rapids,injuries,91192,"Ford, Kortne",Knee Injury,2019-03-01,?
North America,USA,MLS,2019,Columbus Crew,injuries,7634,"Wormgoor, Vito",Ankle Surgery,2020-07-13,?
North America,USA,MLS,2019,DC United,injuries,26639,"Arriola, Paul",Cruciate Ligament Rupture,2020-02-15,?
North America,USA,MLS,2019,FC Dallas,injuries,26706,"Acosta, Bryan",Appendectomy,2020-02-10,?
North America,USA,MLS,2019,FC Dallas,injuries,91253,"Servania, Brandon",Medial Collateral Ligament Injury,2020-02-13,?
North America,USA,MLS,2019,Houston Dynamo,suspensions,14430,"Ramirez, Christian",special leave,2020-07-13,2020-08-12
North America,USA,MLS,2019,Los Angeles Galaxy,injuries,26710,"Acosta, Danilo",Cruciate Ligament Rupture,2020-02-18,?
North America,USA,MLS,2019,Los Angeles Galaxy,injuries,17373,"Dos Santos, Jonathan",Groin Surgery,2020-07-01,?
North America,USA,MLS,2019,Montreal Impact,injuries,91194,"Camacho, Rudy",Knee Injury,2020-02-21,?
North America,USA,MLS,2019,Montreal Impact,injuries,20952,"Saba, Steeven Issa",Fractured Foot,2020-05-20,?
North America,USA,MLS,2019,New England Revolution,injuries,91202,"Caicedo, Luis",Meniscal Injury,2020-02-01,?
North America,USA,MLS,2019,Orlando City SC,injuries,91236,"Dwyer, Dom",Knee Problems,2020-07-16,?
North America,USA,MLS,2019,Real Salt Lake,suspensions,13508,"Onuoha, Nedum",special leave,2020-07-08,2020-08-12
North America,USA,MLS,2019,San Jose Earthquakes,injuries,91219,"Fuentes, Gilbert",Collarbone fracture,2020-05-29,?
North America,USA,MLS,2019,Sporting Kansas City,injuries,91280,"Fontas, Andreu",Achilles tendon surgery,2019-10-08,?
North America,USA,MLS,2019,Sporting Kansas City,injuries,91281,"Gutierrez, Felipe",Knee Surgery,2020-06-09,?
North America,USA,MLS,2019,Toronto FC,injuries,15550,"Achara, Ifunanyachi",Ruptured cruciate ligament,2020-07-02,?
North America,USA,MLS,2019,Vancouver Whitecaps FC,suspensions,14553,"Ricketts, Tosaint",special leave,2020-07-08,2020-08-12
North America,USA,MLS,2019,Vancouver Whitecaps FC,suspensions,14546,"Cavallini, Lucas",special leave,2020-07-08,2020-08-12
North America,USA,MLS,2019,Vancouver Whitecaps FC,suspensions,17313,"Mukumbilwa, Georges",special leave,2020-07-08,2020-08-12
North America,USA,MLS,2019,Vancouver Whitecaps FC,suspensions,14548,"Meredith, Bryan",special leave,2020-07-19,2020-08-18
South America,Brazil,Brasileiro Serie A,2020,Fortaleza EC CE,injuries,73805,Ederson,Ruptured knee ligament,2019-04-05,?
South America,Brazil,Brasileiro Serie A,2020,Fortaleza EC CE,injuries,73802,"Carvalho, Roger",Ruptured knee ligament,2019-08-18,?
South America,Brazil,Brasileiro Serie A,2020,Sao Paulo FC SP,injuries,73417,Walce,Cruciate Ligament Rupture,2020-01-12,?
South America,Brazil,Brasileiro Serie A,2020,SE Palmeiras SP,injuries,73791,Vinicius Silvestre,Thumb Injury,2019-10-07,?
South America,Brazil,Brasileiro Serie A,2019,Fortaleza EC CE,injuries,73805,Ederson,Ruptured knee ligament,2019-04-05,?
South America,Brazil,Brasileiro Serie A,2019,Fortaleza EC CE,injuries,73802,"Carvalho, Roger",Ruptured knee ligament,2019-08-18,?
South America,Brazil,Brasileiro Serie A,2019,Sao Paulo FC SP,injuries,73417,Walce,Cruciate Ligament Rupture,2020-01-12,?
South America,Brazil,Brasileiro Serie A,2019,SE Palmeiras SP,injuries,73791,Vinicius Silvestre,Thumb Injury,2019-10-07,?
