match_id,team_id,fouls,injuries,corners,offsides,shots_total,shots_on_target,shots_off_target,shots_blocked,possessionpercent,yellowcards,yellowredcards,redcards,substitutions,goal_kick,goal_attempts,free_kick,throw_in,ball_safe,goals,penalties,attacks,dangerous_attacks
25230,1035,10,1,7,2,11,3,3,5,52,1,0,0,3,6,6,10,25,0,2,0/1,0,0
25230,1052,9,0,5,1,9,4,2,3,48,0,0,0,3,7,6,12,20,0,3,0/0,0,0
25231,1047,20,0,5,1,8,3,2,3,45,1,0,0,2,16,5,7,24,0,1,0/0,0,0
25231,1040,7,1,7,0,18,3,8,7,55,1,0,0,1,4,11,21,30,0,1,0/0,0,0
25232,1038,8,2,7,2,22,11,8,3,51,1,0,0,3,15,19,8,17,0,4,0/0,0,0
25232,1049,8,0,7,0,19,7,7,5,49,0,0,0,3,11,14,10,28,0,2,0/0,0,0
25233,1050,6,0,8,2,19,4,9,6,54,0,0,0,3,7,13,11,19,0,0,0/0,0,0
25233,1046,10,1,6,1,5,1,3,1,46,2,0,0,3,17,4,8,13,0,0,0/0,0,0
25234,1045,5,NaN,6,0,9,3,5,1,45,0,0,0,3,10,8,15,16,0,1,0/0,0,0
25234,1044,13,NaN,12,2,14,2,9,3,55,0,0,0,3,7,11,5,17,0,0,0/0,0,0
1335802,1041,7,NaN,8,0,17,7,4,6,58,0,0,0,3,0,11,9,21,0,1,0/0,0,0
1335802,2212,8,NaN,0,1,3,2,0,1,42,1,0,0,3,9,2,7,23,0,1,0/0,0,0
25235,1048,7,0,5,4,20,4,12,4,58,0,0,0,3,4,16,12,43,0,1,0/0,0,0
25235,1037,9,1,6,3,9,6,3,0,42,0,0,0,3,15,9,11,20,0,2,0/0,0,0
25236,1043,10,NaN,5,0,13,4,5,4,51,0,0,0,3,9,9,10,23,0,1,0/0,0,0
25236,1039,9,NaN,6,1,11,6,4,1,49,1,0,0,3,12,10,10,25,0,3,2/2,0,0
25238,1051,6,1,7,1,8,5,3,0,48,0,0,0,3,12,8,9,19,0,3,0/0,0,0
25238,1053,8,0,10,1,12,2,7,3,52,3,0,0,3,6,9,7,37,0,0,0/0,0,0
42308608,1037,10,NaN,6,1,7,5,2,NaN,44,0,0,0,5,8,7,9,11,0,1,1/1,0,0
42308608,1045,7,NaN,3,2,8,5,3,NaN,56,1,0,0,4,8,8,11,14,0,2,0/0,0,0
42308613,1043,16,1,9,1,10,4,2,4,51,3,0,0,4,12,6,6,27,0,1,0/0,0,0
42308613,1040,5,1,4,1,12,4,5,3,49,1,1,0,4,8,9,17,11,0,2,0/0,0,0
42308617,2212,12,NaN,4,2,11,3,6,2,55,1,0,0,5,8,9,10,21,0,1,0/0,0,0
42308617,1049,9,NaN,5,1,9,3,4,2,45,0,0,0,5,12,7,14,14,0,2,0/0,0,0
42308621,1044,8,1,2,0,7,5,2,NaN,48,0,0,0,4,9,7,8,13,0,2,0/0,0,0
42308621,1046,7,0,6,1,8,3,5,NaN,52,0,0,0,5,7,8,8,18,0,0,0/0,0,0
42308626,1038,12,1,2,2,10,1,6,3,52,2,1,0,3,4,7,17,30,0,0,0/0,0,0
42308626,1039,15,3,5,2,11,4,1,6,48,1,0,0,3,12,5,14,21,0,1,0/0,0,0
42308629,1050,6,NaN,7,2,6,2,4,0,55,2,0,0,5,8,6,13,19,0,2,0/0,0,0
42308629,1053,13,NaN,11,0,8,2,5,1,45,3,0,0,5,9,7,8,20,0,1,0/0,0,0
42308634,1035,8,0,3,1,8,2,5,1,59,2,0,0,5,13,7,10,19,0,0,0/0,0,0
42308634,1047,10,1,9,0,7,1,6,0,41,1,0,0,5,10,7,9,16,0,1,0/0,0,0
42308638,1052,15,0,3,5,11,2,8,1,43,2,0,0,4,12,10,15,22,0,0,0/0,0,0
42308638,1048,14,1,13,1,9,1,7,1,57,0,0,0,4,11,8,20,22,0,0,0/0,0,0
42308643,1041,19,0,7,0,18,5,7,6,45,1,0,0,4,6,12,12,16,0,0,0/0,0,0
42308643,1051,12,1,2,0,9,6,3,0,55,2,0,0,4,10,9,19,11,0,3,0/0,0,0
42321631,1045,8,NaN,5,2,14,5,7,2,58,1,0,0,3,9,12,14,16,0,2,0/0,0,0
42321631,1043,13,NaN,2,1,10,2,8,0,42,1,0,0,5,9,10,10,13,0,0,0/0,0,0
42321642,1047,8,1,6,0,15,6,7,2,45,0,0,0,5,7,13,10,20,0,1,0/0,0,0
42321642,1052,8,0,7,2,17,9,5,3,55,1,0,0,5,8,14,8,22,0,2,0/0,0,0
42321648,1038,7,0,7,2,12,3,6,3,46,1,0,0,5,0,9,12,20,0,1,0/0,0,0
42321648,2212,9,1,1,3,2,2,0,0,54,1,0,0,4,10,2,9,17,0,3,0/0,0,0
42321653,1053,9,0,4,3,16,3,9,4,52,1,0,0,5,5,12,12,16,0,0,0/0,0,0
42321653,1049,12,2,0,0,7,5,1,1,48,5,0,0,5,14,6,12,18,0,2,0/0,0,0
42321661,1046,6,1,6,2,9,1,5,3,35,1,0,0,5,6,6,10,11,0,0,0/0,0,0
42321661,1041,8,0,4,2,8,5,2,1,65,0,0,0,4,14,7,8,22,0,1,0/0,0,0
42321667,1051,6,0,7,4,10,2,5,3,49,0,0,0,5,6,7,8,18,0,1,0/0,0,0
42321667,1044,6,1,7,2,13,7,1,5,51,0,0,0,5,6,8,10,16,0,2,0/0,0,0
42321672,1048,16,NaN,8,7,6,5,0,1,53,2,0,0,5,8,5,16,34,0,3,0/0,0,0
42321672,1035,15,NaN,3,1,8,4,3,1,47,5,0,0,5,8,7,23,20,0,2,0/0,0,0
42321677,1039,13,1,8,4,11,2,5,4,46,0,0,0,5,7,7,16,19,0,0,0/0,0,0
42321677,1050,15,0,6,1,14,9,5,0,54,1,0,0,5,9,14,17,21,0,4,0/0,0,0
42321681,1040,12,0,1,1,7,3,4,0,40,2,0,0,4,10,7,18,18,0,2,0/0,0,0
42321681,1037,17,5,1,1,10,3,5,2,60,0,0,0,5,8,8,13,27,0,2,0/0,0,0
42331715,1050,11,1,6,0,12,6,3,3,54,3,0,0,5,3,9,16,19,0,3,0/0,0,0
42331715,1038,15,1,4,1,3,1,1,1,46,2,0,0,5,11,2,11,22,0,1,0/0,0,0
42331718,1044,9,1,2,1,10,3,3,4,44,0,0,0,5,11,6,8,18,0,1,0/0,0,0
42331718,1041,8,0,5,0,13,3,8,2,56,0,0,0,4,5,11,10,17,0,1,0/0,0,0
42335283,1046,10,2,2,0,3,1,2,0,54,0,0,0,4,10,3,12,16,0,0,0/0,0,0
42335283,1051,12,1,4,0,9,2,6,1,46,1,0,0,5,5,8,10,14,0,0,0/0,0,0
42335285,1043,8,NaN,7,3,18,4,9,5,52,1,0,0,5,7,13,10,18,0,1,0/0,0,0
42335285,1037,7,NaN,5,3,14,9,4,1,48,1,0,0,4,16,13,11,19,0,2,0/0,0,0
42335289,2212,12,2,3,3,3,2,0,1,55,0,0,0,5,14,2,14,22,0,1,0/0,0,0
42335289,1047,13,0,4,1,9,2,4,3,45,3,0,0,4,8,6,15,19,0,1,0/0,0,0
42335291,1045,9,NaN,6,1,9,1,6,2,48,2,0,0,5,6,7,11,29,0,0,0/0,0,0
42335291,1040,9,NaN,6,2,9,5,3,1,52,1,0,0,3,9,8,10,10,0,2,0/0,0,0
42335295,1035,10,1,6,0,11,4,4,3,52,1,0,0,5,7,8,14,24,0,0,0/0,0,0
42335295,1049,13,0,6,1,9,2,3,4,48,0,0,0,5,8,5,10,23,0,0,0/0,0,0
42335298,1052,18,1,4,1,6,1,1,4,45,3,0,0,4,17,2,19,27,0,1,0/0,0,0
42335298,1053,19,0,5,0,5,0,5,0,55,2,0,0,5,6,5,19,19,0,0,0/0,0,0
42335302,1048,20,0,5,3,13,1,5,7,59,3,0,0,4,4,6,14,25,0,1,0/0,0,0
42335302,1039,8,5,1,6,9,5,3,1,41,2,0,0,5,12,8,23,13,0,3,1/1,0,0
42354607,1053,15,NaN,1,2,14,8,4,2,41,0,0,0,5,10,12,20,20,0,4,0/0,0,0
42354607,1048,17,NaN,4,3,12,3,5,4,59,0,0,0,5,7,8,17,22,0,2,0/0,0,0
42354610,1040,11,NaN,2,1,6,3,2,1,53,2,0,0,3,6,5,17,13,0,1,0/0,0,0
42354610,1046,14,NaN,4,3,5,2,3,0,47,2,1,0,5,7,5,12,20,0,0,0/0,0,0
42354614,1047,15,1,7,1,19,8,8,3,60,2,0,0,5,5,16,16,18,0,2,0/0,0,0
42354614,1049,16,0,5,0,13,7,4,2,40,4,0,1,5,12,11,16,13,0,2,0/0,0,0
42354619,2212,6,NaN,2,1,9,3,4,2,43,0,0,0,5,9,7,8,14,0,1,0/0,0,0
42354619,1050,6,NaN,10,2,18,10,6,2,57,0,0,0,5,9,16,7,24,0,5,2/2,0,0
42354624,1039,9,0,3,0,11,3,7,1,56,1,0,0,5,7,10,11,11,0,2,0/0,0,0
42354624,1052,10,1,8,1,8,1,5,2,44,3,0,0,4,11,6,9,14,0,0,0/0,0,0
42354628,1037,3,NaN,2,2,13,6,4,3,51,0,0,0,4,5,10,10,29,0,2,1/1,0,0
42354628,1044,9,NaN,2,1,7,5,1,1,49,0,0,0,4,13,6,5,17,0,1,0/0,0,0
42354632,1038,15,NaN,5,2,8,4,3,1,48,1,0,0,2,8,7,5,19,0,3,1/1,0,0
42354632,1035,5,NaN,4,0,5,2,2,1,52,1,0,0,5,10,4,17,15,0,2,0/0,0,0
42354636,1051,17,1,5,2,14,7,2,5,44,1,0,0,5,8,9,11,18,0,1,1/1,0,0
42354636,1045,11,0,3,0,10,2,5,3,56,0,0,0,4,8,7,19,16,0,2,0/0,0,0
42354638,1041,8,NaN,8,2,17,6,6,5,56,1,0,0,5,10,12,15,14,0,3,0/0,0,0
42354638,1043,15,NaN,3,0,9,5,4,0,44,2,0,0,5,7,9,10,15,0,1,0/0,0,0
42359722,1037,7,2,5,2,13,1,6,6,45,0,0,0,5,10,7,12,10,0,1,0/0,0,0
42359722,1051,10,0,5,2,18,5,7,6,55,1,0,0,5,9,12,9,19,0,0,0/0,0,0
42359723,1046,8,0,10,1,15,3,7,5,53,1,0,0,5,5,10,10,25,0,1,0/0,0,0
42359723,1043,7,1,7,3,9,2,3,4,47,2,0,0,4,16,5,9,13,0,1,0/0,0,0
42359724,1035,10,NaN,3,0,7,2,5,0,45,1,0,0,5,10,7,10,13,0,1,0/0,0,0
42359724,1053,8,NaN,6,2,10,2,5,3,55,3,0,0,4,8,7,10,19,0,0,0/0,0,0
42359725,1048,13,1,7,0,8,4,4,NaN,54,2,0,0,3,7,8,8,23,0,4,0/0,0,0
42359725,2212,6,0,7,2,6,2,4,NaN,46,2,0,0,5,6,6,13,21,0,0,0/0,0,0
42359726,1049,22,0,4,1,8,3,4,1,49,4,0,0,5,12,7,16,10,0,1,0/0,0,0
42359726,1039,15,1,4,1,11,4,6,1,51,2,0,0,5,7,10,23,10,0,1,0/0,0,0
42359727,1045,9,1,5,1,13,4,8,1,45,0,0,0,3,6,12,15,15,0,0,0/0,0,0
42359727,1041,14,0,2,1,7,4,3,0,55,2,0,0,4,10,7,10,10,0,0,0/0,0,0
42359728,1044,13,0,7,1,4,2,1,1,46,2,0,0,5,5,3,7,15,0,0,0/0,0,0
42359728,1040,6,3,3,1,10,6,2,2,54,0,0,0,3,5,8,14,19,0,3,0/0,0,0
42359729,1052,16,0,5,0,16,6,5,5,55,1,0,0,5,5,11,10,18,0,0,0/0,0,0
42359729,1038,9,1,1,1,10,7,3,0,45,2,0,0,3,9,10,16,13,0,4,0/0,0,0
42359730,1047,13,1,3,1,10,2,7,1,48,0,0,0,5,19,9,6,14,0,2,0/0,0,0
42359730,1050,5,0,7,1,21,6,7,8,52,0,0,0,5,9,13,14,19,0,3,0/0,0,0
42362811,1049,13,2,5,8,13,7,1,5,41,1,0,0,5,10,8,18,18,47,3,0/0,17,36
42362811,1048,17,1,5,1,11,4,5,2,59,3,0,0,5,4,9,21,25,51,1,0/0,24,25
42362814,1043,4,NaN,7,0,21,12,2,7,55,0,0,0,3,7,14,15,24,35,4,0/0,29,36
42362814,1044,13,NaN,1,2,3,2,1,0,45,0,0,0,5,9,3,4,15,53,2,0/0,29,18
42362816,2212,11,0,5,1,16,2,9,5,52,0,0,0,5,9,11,12,17,52,0,0/0,18,30
42362816,1052,11,1,7,1,12,5,5,2,48,0,0,0,4,11,10,12,14,45,2,0/0,23,32
42362818,1053,10,1,7,1,20,8,7,5,55,1,0,0,3,17,15,11,14,44,2,0/0,17,39
42362818,1039,11,1,6,0,15,4,9,2,45,3,0,0,5,8,13,11,25,38,2,0/0,21,41
42362820,1038,11,1,4,0,11,6,3,2,50,0,0,0,3,10,9,12,20,43,5,0/1,16,41
42362820,1047,10,0,4,2,8,2,5,1,50,1,0,0,5,8,7,11,21,45,1,0/0,23,32
42362823,1050,3,NaN,6,3,27,12,8,7,65,0,0,0,5,7,20,5,18,32,3,0/0,29,39
42362823,1035,4,NaN,2,1,3,2,1,0,35,0,0,0,5,10,3,6,17,54,1,0/0,28,18
42362825,1046,10,0,8,0,16,6,5,5,52,1,0,0,5,9,11,9,13,44,1,0/0,20,36
42362825,1045,7,2,5,2,10,2,6,2,48,2,0,0,4,9,8,10,18,53,1,0/0,23,24
42362827,1041,7,0,5,2,11,4,4,3,55,0,0,0,2,7,8,15,18,44,0,0/0,27,29
42362827,1037,14,2,4,1,10,6,4,0,45,2,0,0,5,8,10,9,21,50,2,0/0,22,28
42367441,1040,13,2,0,2,9,2,7,0,48,2,0,0,4,5,9,15,34,47,0,0/0,29,24
42367441,1038,15,0,4,0,6,2,2,2,52,2,0,0,5,11,4,15,19,54,1,0/0,24,22
42367445,1047,10,3,5,2,9,7,0,2,47,0,0,0,4,13,7,7,18,53,0,0/0,21,26
42367445,1048,7,1,15,0,12,5,6,1,53,2,0,0,5,3,11,12,28,32,1,0/0,29,39
42367449,2212,11,0,3,0,6,2,3,1,44,1,0,0,5,8,5,17,21,52,0,0/0,26,22
42367449,1051,17,2,6,0,11,3,6,2,56,1,0,0,4,7,9,11,20,41,2,0/0,21,38
42367451,1039,10,1,4,2,12,4,6,2,52,3,0,0,4,3,10,16,23,40,2,0/0,21,39
42367451,1046,13,2,3,3,11,6,2,3,48,0,0,0,5,9,8,12,18,60,3,0/0,17,23
42367454,1037,9,NaN,5,2,11,3,5,3,47,0,0,0,4,8,8,11,23,37,0,0/0,27,36
42367454,1050,7,NaN,5,4,14,4,6,4,53,0,0,0,5,6,10,11,18,33,1,0/0,23,44
42367456,1044,11,0,3,2,7,2,3,2,49,1,0,0,3,12,5,10,20,56,1,0/0,15,29
42367456,1053,7,1,0,3,14,4,8,2,51,1,0,0,4,13,12,13,23,49,4,1/1,17,34
42367458,1035,19,0,1,1,3,1,2,0,50,5,0,0,4,9,3,9,20,56,0,0/0,21,23
42367458,1045,8,1,7,1,13,4,7,2,50,0,0,0,4,7,11,20,18,47,1,1/1,24,29
42367461,1052,8,NaN,8,1,12,3,6,3,42,2,0,0,3,3,9,16,16,44,1,0/0,20,36
42367461,1043,14,NaN,12,2,7,1,1,5,58,1,0,0,4,8,2,9,18,41,1,0/0,20,39
42368145,1049,14,NaN,5,0,15,6,6,3,48,0,0,0,4,8,12,5,15,37,2,0/0,23,40
42368145,1041,5,NaN,3,0,13,5,5,3,52,1,0,0,5,13,10,14,20,50,3,0/0,26,24
42376503,1040,3,1,5,2,19,9,7,3,46,0,0,0,5,3,16,11,11,41,6,0/0,18,41
42376503,1052,9,0,1,2,10,3,4,3,54,1,0,0,5,10,7,5,15,45,2,0/0,27,28
42376510,1043,12,NaN,4,0,19,5,11,3,59,1,0,0,2,6,16,13,14,43,3,1/1,20,37
42376510,1049,13,NaN,5,0,13,5,4,4,41,5,1,0,5,14,9,12,14,47,1,0/0,19,34
42376519,1053,16,NaN,1,0,4,3,1,0,54,1,0,0,5,6,4,17,10,35,2,0/0,28,37
42376519,1046,16,NaN,4,1,5,3,1,1,46,1,0,0,5,10,4,16,13,41,0,0/0,27,32
42376523,1037,8,NaN,3,3,11,3,4,4,55,2,0,0,5,5,7,9,18,37,2,0/0,30,33
42376523,2212,6,NaN,2,3,16,9,4,3,45,0,0,0,4,7,13,11,12,47,1,0/0,27,26
42376529,1050,5,NaN,8,2,18,6,6,6,59,0,0,0,5,2,12,9,20,32,2,0/0,22,46
42376529,1044,7,NaN,1,2,3,1,1,1,41,0,0,0,5,11,2,7,9,77,0,0/0,15,8
42376535,1041,8,NaN,6,1,14,5,7,2,53,1,0,0,3,7,12,9,11,36,1,0/0,19,45
42376535,1047,8,NaN,3,1,5,1,4,0,47,1,0,0,4,16,5,9,14,56,2,0/0,17,27
42376541,1048,12,NaN,7,3,7,5,1,1,55,1,0,0,5,3,6,19,19,26,1,0/0,24,50
42376541,1038,15,NaN,7,4,8,4,3,1,45,1,0,0,5,10,7,15,14,55,1,0/0,13,32
42378177,1051,9,1,10,3,18,7,7,4,57,2,0,0,4,4,14,10,18,38,1,0/0,25,37
42378177,1035,10,1,3,0,5,1,1,3,43,1,0,0,5,9,2,12,14,55,0,0/0,28,17
42378182,1045,9,0,3,2,9,6,1,2,60,2,0,0,3,5,7,20,16,46,0,0/0,13,41
42378182,1039,17,1,7,3,14,6,5,3,40,2,0,0,4,5,11,11,13,47,0,0/0,16,37
42386836,1049,13,0,2,0,9,3,4,2,43,2,0,0,4,8,7,10,16,47,1,0/0,27,26
42386836,1050,10,1,1,0,15,11,4,0,57,1,0,0,5,8,15,13,13,48,6,0/0,22,30
42386916,1047,11,NaN,3,2,8,4,4,0,46,2,0,0,3,11,8,8,18,56,0,0/0,14,30
42386916,1043,8,NaN,5,0,7,2,4,1,54,1,0,0,5,9,6,13,22,45,0,0/0,23,32
42386972,2212,13,NaN,5,3,11,6,2,3,48,1,0,0,5,15,8,6,16,58,4,1/1,16,26
42386972,1035,5,NaN,4,1,11,3,5,3,52,1,0,0,4,5,8,16,14,42,2,0/0,29,29
42387005,1044,5,1,3,3,9,3,5,1,48,1,0,0,5,10,8,6,31,54,1,0/0,18,28
42387005,1048,6,0,9,0,12,2,6,4,52,0,0,0,5,5,8,8,26,50,0,0/0,24,26
42387048,1039,11,NaN,1,1,10,4,5,1,52,0,0,0,4,9,9,12,16,40,1,0/1,23,37
42387048,1040,10,NaN,2,2,6,3,3,0,48,2,1,0,4,7,6,12,15,35,0,0/0,30,35
42387107,1038,16,NaN,5,2,18,9,7,2,59,2,0,0,4,4,16,12,22,23,1,0/0,25,52
42387107,1045,10,NaN,1,2,5,2,3,0,41,1,0,0,4,10,5,18,14,59,3,0/0,27,14
42387203,1052,9,NaN,0,1,3,1,2,0,28,2,0,0,4,16,3,3,21,71,1,1/1,13,16
42387203,1051,3,NaN,13,0,24,7,12,5,72,1,0,0,5,4,19,10,28,24,0,0/0,23,53
42389403,1053,19,NaN,2,2,9,5,4,0,51,2,0,0,5,8,9,10,13,43,2,0/0,16,41
42389403,1041,9,NaN,3,1,13,7,5,1,49,3,0,0,5,12,12,21,7,43,2,0/0,21,36
69384317,1037,6,NaN,2,1,12,6,4,2,57,1,0,0,5,3,10,9,17,32,1,0/0,28,40
69384317,1052,9,NaN,2,0,7,4,1,2,43,1,0,0,4,12,5,7,17,44,3,1/1,18,38
69384322,1050,12,NaN,4,0,11,7,4,NaN,52,1,0,0,5,6,11,6,12,36,5,1/1,14,50
69384322,1045,6,NaN,2,0,9,5,4,NaN,48,0,0,0,5,10,9,12,9,48,2,0/0,17,35
69384325,1051,7,NaN,4,2,9,6,3,NaN,47,2,0,0,2,7,9,8,8,29,3,0/0,34,37
69384325,1039,8,NaN,7,0,6,5,1,NaN,53,1,0,0,4,8,6,9,10,36,3,0/0,18,46
69384328,1043,5,0,5,4,9,2,5,2,40,0,0,0,5,7,7,19,23,47,3,0/0,16,37
69384328,1048,16,2,7,3,15,10,4,1,60,2,0,0,5,9,14,9,19,36,4,0/0,14,50
69384331,1035,10,1,4,3,6,1,3,2,49,1,0,0,5,10,4,9,16,45,0,0/0,29,26
69384331,1040,8,2,9,1,10,2,5,3,51,1,0,0,3,9,7,13,27,42,1,0/0,26,32
69384334,1041,10,1,9,2,22,10,7,5,64,1,0,0,5,5,17,12,27,41,2,0/0,21,38
69384334,1038,12,1,3,0,11,6,4,1,36,0,0,0,4,11,10,12,19,57,3,0/0,19,24
69384337,2212,16,NaN,1,1,3,1,2,0,46,2,0,0,4,17,3,13,23,52,1,0/0,22,26
69384337,1053,12,NaN,6,1,11,4,4,3,54,1,0,0,5,8,8,17,27,32,0,0/0,32,36
69384341,1049,6,NaN,10,0,16,6,5,5,55,0,0,0,4,4,11,13,32,35,1,0/0,28,37
69384341,1044,13,NaN,3,0,5,3,2,0,45,0,0,0,5,13,5,6,17,68,1,0/0,17,15
129166,1043,8,0,9,0,12,7,3,2,46,0,0,0,5,2,10,4,6,32,2,0/0,20,48
129166,2212,4,2,2,0,7,5,2,0,54,0,0,0,5,7,7,8,8,42,3,0/0,18,40
132037,1040,9,0,6,1,5,3,0,2,40,1,0,0,3,8,3,12,19,44,1,0/0,24,32
132037,1050,12,1,4,0,13,3,3,7,60,0,0,0,5,1,6,10,22,27,0,0/0,43,30
132039,1045,5,1,7,2,8,4,3,1,53,2,0,0,5,10,7,17,17,44,2,0/0,20,36
132039,1047,16,0,5,1,7,2,4,1,47,0,0,0,4,4,6,7,18,41,1,0/0,25,34
132040,1039,14,4,4,2,16,10,2,4,51,0,0,0,4,6,12,12,18,39,3,0/0,33,28
132040,1035,12,0,6,0,6,4,1,1,49,2,0,0,4,7,5,16,11,46,0,0/0,30,24
132041,1053,11,1,7,2,19,9,8,2,56,2,0,0,5,5,17,12,24,33,1,0/0,28,39
132041,1037,11,0,5,1,7,6,0,1,44,2,0,0,5,15,6,13,22,56,1,0/0,15,29
132042,1044,5,0,3,1,9,2,6,1,56,1,0,0,5,8,8,11,23,49,0,0/0,20,31
132042,1038,9,2,4,2,16,8,3,5,44,2,0,0,4,9,11,6,22,41,0,0/0,29,30
132043,1052,8,1,9,2,18,6,6,6,45,2,0,0,5,7,12,12,26,47,1,0/0,14,39
132043,1041,11,1,5,1,18,8,8,2,55,1,0,0,5,9,16,10,19,44,2,0/0,20,36
132044,1048,16,NaN,2,3,11,3,5,3,54,1,0,0,4,8,8,24,24,35,3,0/0,34,31
132044,1051,15,NaN,4,9,10,3,6,1,46,2,0,0,5,12,9,19,20,51,1,0/0,19,30
132519,1039,18,4,6,0,9,1,6,2,45,1,0,0,4,5,7,16,20,54,1,0/0,15,31
132519,1053,14,1,4,2,18,10,3,5,55,2,0,0,4,10,13,18,21,40,2,0/0,19,41
132520,1041,8,1,7,0,12,3,7,2,58,3,0,0,4,3,10,13,18,37,2,0/0,27,36
132520,1050,12,0,3,1,6,4,2,0,42,0,0,0,5,13,6,8,27,41,2,0/0,25,34
132521,1048,10,NaN,9,4,16,8,6,2,59,2,0,0,5,11,14,19,19,35,4,0/0,27,38
132521,1049,14,NaN,4,5,10,2,6,2,41,1,0,0,5,10,8,14,16,53,1,0/0,20,27
589034,1041,8,0,8,7,10,6,3,1,48,1,0,0,4,12,9,21,21,47,3,0/0,24,29
589034,1048,17,2,0,4,13,4,6,3,52,3,0,0,5,3,10,15,36,39,3,1/1,32,29
589040,1037,11,0,5,2,14,6,7,1,62,1,0,0,5,8,13,11,11,42,1,0/0,30,28
589040,1039,10,1,6,1,11,5,5,1,38,3,0,0,4,10,10,13,18,50,3,1/1,20,30
589073,1049,17,1,2,1,6,1,5,NaN,54,2,0,0,4,10,6,8,12,37,0,0/1,21,42
589073,1040,7,1,6,1,7,2,5,NaN,46,0,0,0,2,10,7,18,19,48,0,0/0,16,36
589091,1038,11,1,4,2,8,4,3,1,43,3,1,0,4,13,7,19,20,52,2,0/0,19,29
589091,1053,19,0,7,0,14,7,6,1,57,1,0,0,5,7,13,13,23,33,3,0/0,22,45
589117,1050,9,0,12,2,37,15,11,11,61,0,0,0,5,7,26,9,18,34,5,0/0,19,47
589117,1043,8,1,5,1,8,3,3,2,39,0,0,0,5,14,6,11,16,51,0,0/0,21,28
589132,1051,8,1,5,0,10,5,5,0,49,1,0,0,5,6,10,14,17,41,1,0/0,20,39
589132,1047,12,0,7,2,9,4,4,1,51,2,0,0,3,9,8,8,23,40,1,0/0,24,36
589200,1052,11,1,3,1,8,5,0,3,51,0,0,0,5,8,5,11,17,37,2,0/0,27,36
589200,1044,10,0,3,1,13,3,7,3,49,0,0,0,5,7,10,12,17,42,1,0/0,21,37
15183,2212,10,1,10,1,9,2,4,3,61,0,0,0,5,6,6,9,10,41,1,0/0,27,32
15183,1045,8,2,3,1,8,3,3,2,39,0,0,0,4,9,6,11,10,58,2,0/0,19,23
1298846,1049,17,0,6,0,15,3,7,5,58,2,0,0,5,8,10,18,14,37,0,0/0,24,39
1298846,1051,17,1,0,1,8,3,4,1,42,3,0,0,5,13,7,17,11,56,2,0/1,23,21
1298847,1040,13,NaN,5,0,3,2,1,0,47,2,0,0,5,7,3,10,15,62,1,0/0,17,21
1298847,1053,9,NaN,4,1,6,3,2,1,53,1,0,0,5,4,5,13,23,34,3,0/0,21,45
1298848,1046,8,NaN,3,1,14,6,5,3,51,1,0,0,5,11,11,15,15,43,3,0/0,21,36
1298848,2212,14,NaN,5,1,10,2,6,2,49,2,0,0,5,10,8,9,22,48,0,0/0,19,33
1298849,1043,10,0,6,1,15,5,9,1,54,4,0,0,2,11,14,11,16,34,1,0/0,22,44
1298849,1038,10,1,5,1,12,2,7,3,46,4,0,0,4,16,9,11,16,47,2,0/0,23,30
1298850,1048,9,1,2,2,10,3,4,3,52,0,0,0,5,6,7,13,16,51,1,0/0,17,32
1298850,1050,5,0,6,8,13,3,6,4,48,1,0,0,5,6,9,11,19,41,3,0/0,20,39
1298851,1044,17,NaN,1,0,2,1,1,0,59,1,0,0,5,10,2,15,19,60,0,0/0,21,19
1298851,1039,13,NaN,3,2,14,4,7,3,41,0,0,0,5,5,11,17,17,52,1,0/0,26,22
1298852,1035,6,NaN,2,2,9,6,2,1,49,0,0,0,5,7,8,5,21,45,1,0/0,30,25
1298852,1041,4,NaN,6,1,17,6,7,4,51,1,0,0,2,7,13,8,24,54,1,0/0,24,22
1298853,1047,7,NaN,8,0,12,4,4,4,46,2,0,0,4,7,8,7,25,39,1,0/1,24,37
1298853,1037,7,NaN,2,0,11,6,3,2,54,0,0,0,4,15,9,7,13,61,4,0/0,21,18
1298855,1045,5,NaN,2,0,11,3,4,4,47,1,0,0,5,9,7,16,16,44,3,0/0,26,30
1298855,1052,15,NaN,7,1,9,0,6,3,53,1,0,0,5,8,6,5,19,38,0,0/0,29,33
1301028,1050,10,NaN,7,1,15,7,7,1,48,0,0,0,5,5,14,8,20,35,3,2/2,19,46
1301028,1041,7,NaN,4,1,10,3,5,2,52,3,0,0,2,13,8,11,20,49,2,0/0,19,32
1301029,1039,10,1,3,4,9,2,5,2,54,0,0,0,5,5,7,15,16,40,2,0/0,23,37
1301029,2212,14,2,6,1,7,2,4,1,46,1,0,0,5,9,6,14,20,44,1,0/0,20,36
1301030,1053,10,NaN,6,1,14,5,7,2,51,0,0,0,5,6,12,16,8,29,2,0/0,25,46
1301030,1047,12,NaN,7,4,8,2,6,0,49,2,0,0,5,11,8,11,18,50,1,0/0,18,32
1301031,1038,13,NaN,4,4,14,7,5,2,43,0,0,0,2,5,12,13,14,44,3,0/0,21,35
1301031,1037,12,NaN,3,1,8,5,2,1,57,1,0,0,5,7,7,17,20,36,0,0/0,29,35
1301032,1044,6,NaN,7,2,15,5,8,2,53,1,0,0,5,6,13,10,26,37,2,0/0,26,37
1301032,1035,9,NaN,1,1,5,3,1,1,47,1,0,0,4,12,4,8,19,59,2,0/0,19,22
